NAME: 	AlexandraP_1day_lhand
Completed cycles:	30
Failed cycles:	1
12	25	332
12	26	547
12	27	357
12	28	460
12	29	372
12	30	333
13	1	495
13	2	827
13	3	448
13	4	551
13	5	388
13	6	417
13	7	424
13	8	389
13	9	364
13	10	430
13	11	434
13	12	412
13	13	579
13	14	408
13	15	580
13	16	453
13	17	411
13	18	592
13	19	412
13	20	407
13	21	433
13	22	644
13	23	331
13	24	377
13	25	502
13	26	347
13	27	486
13	28	465
13	29	431
13	30	375
14	1	417
14	2	421
14	3	418
14	4	414
14	5	530
14	6	425
14	7	412
14	8	464
14	9	368
14	10	364
14	11	387
14	12	394
14	13	371
14	14	419
14	15	357
14	16	403
14	17	374
14	18	432
14	19	361
14	20	380
14	21	277
14	22	340
14	23	327
14	24	474
14	25	310
14	26	335
14	27	312
14	28	621
14	29	666
14	30	353
15	1	305
15	2	359
15	3	338
15	4	410
15	5	364
15	6	437
15	7	393
15	8	424
15	9	487
15	10	386
15	11	415
15	12	368
15	13	398
15	14	358
15	15	319
15	16	516
15	17	369
15	18	968
15	19	343
15	20	353
15	21	358
15	22	350
15	23	497
15	24	449
15	25	376
15	26	315
15	27	420
15	28	354
15	29	446
15	30	454
16	1	424
16	2	413
16	3	476
16	4	377
16	5	417
16	6	490
16	7	399
16	8	472
16	9	419
16	10	1006
16	11	462
16	12	507
16	13	478
16	14	400
16	15	391
16	16	464
16	17	592
16	18	448
16	19	455
16	20	384
16	21	414
16	22	417
16	23	410
16	24	374
16	25	502
16	26	394
16	27	386
16	28	449
16	29	367
16	30	418
17	1	468
17	2	430
17	3	645
17	4	391
17	5	484
17	6	365
17	7	398
17	8	359
17	9	475
17	10	429
17	11	842
17	12	446
17	13	519
17	14	405
17	15	468
17	16	468
17	17	383
17	18	406
17	19	485
17	20	324
17	21	287
17	22	462
17	23	409
17	24	374
17	25	420
17	26	444
17	27	371
17	28	371
17	29	404
17	30	370
18	1	380
18	2	428
18	3	464
18	4	453
18	5	550
18	6	403
18	7	617
18	8	431
18	9	408
18	10	387
18	11	468
18	12	441
18	13	407
18	14	399
18	15	431
18	16	440
18	17	388
18	18	488
18	19	377
18	20	414
18	21	417
18	22	398
18	23	446
18	24	466
18	25	404
18	26	330
18	27	446
18	28	369
18	29	425
18	30	298
19	1	503
19	2	515
19	3	370
19	4	405
19	5	503
19	6	420
19	7	472
19	8	403
19	9	406
19	10	440
19	11	363
19	12	424
19	13	392
19	14	467
19	15	337
19	16	377
19	17	548
19	18	690
19	19	413
19	20	727
19	21	430
19	22	638
19	23	460
19	24	454
19	25	371
19	26	399
19	27	423
19	28	395
19	29	320
19	30	451
20	1	553
20	2	542
20	3	681
20	4	342
20	5	435
20	6	372
20	7	434
20	8	381
20	9	444
20	10	347
20	11	639
20	12	320
20	13	385
20	14	527
20	15	398
20	16	340
20	17	461
20	18	370
20	19	664
20	20	338
20	21	377
20	22	405
20	23	409
20	24	459
20	25	910
20	26	422
20	27	516
20	28	399
20	29	400
20	30	392
21	1	410
21	2	512
21	3	464
21	4	462
21	5	435
21	6	432
21	7	450
21	8	373
21	9	350
21	10	415
21	11	371
21	12	394
21	13	506
21	14	339
21	15	392
21	16	622
21	17	395
21	18	392
21	19	326
21	20	397
21	21	418
21	22	444
21	23	371
21	24	377
21	25	413
21	26	441
21	27	636
21	28	378
21	29	520
21	30	434
22	1	741
22	2	422
22	3	380
22	4	629
22	5	335
22	6	404
22	7	367
22	8	475
22	9	357
22	10	371
22	11	495
22	12	403
22	13	342
22	14	425
22	15	352
22	16	428
22	17	324
22	18	534
22	19	356
22	20	410
22	21	444
22	22	352
22	23	374
22	24	378
22	25	407
22	26	428
22	27	343
22	28	409
22	29	374
22	30	331
23	1	322
23	2	418
23	3	353
23	4	387
23	5	346
23	6	361
23	7	341
23	8	339
23	9	343
23	10	462
23	11	350
23	12	338
23	13	352
23	14	289
23	15	358
23	16	339
23	17	372
23	18	483
23	19	449
23	20	391
23	21	411
23	22	393
23	23	376
23	24	295
23	25	856
23	26	333
23	27	304
23	28	362
23	29	360
23	30	374
24	1	378
24	2	382
24	3	384
24	4	678
24	5	374
24	6	402
24	7	366
24	8	401
24	9	360
24	10	577
24	11	339
24	12	335
24	13	494
24	14	381
24	15	383
24	16	404
24	17	411
24	18	369
24	19	366
24	20	362
24	21	365
24	22	874
24	23	310
24	24	661
24	25	400
24	26	338
24	27	386
24	28	357
24	29	430
24	30	328
25	1	431
25	2	465
25	3	565
25	4	503
25	5	393
25	6	504
25	7	351
25	8	476
25	9	662
25	10	400
25	11	475
25	12	536
25	13	460
25	14	633
25	15	434
25	16	426
25	17	1221
25	18	358
25	19	539
25	20	381
25	21	397
25	22	460
25	23	502
25	24	422
25	25	379
25	26	476
25	27	444
25	28	467
25	29	431
25	30	481
26	1	483
26	2	486
26	3	443
26	4	389
26	5	362
26	6	428
26	7	1256
26	8	431
26	9	407
26	10	550
26	11	367
26	12	431
26	13	377
26	14	476
26	15	420
26	16	551
26	17	519
26	18	390
26	19	337
26	20	705
26	21	423
26	22	745
26	23	380
26	24	393
26	25	470
26	26	483
26	27	437
26	28	549
26	29	462
26	30	436
27	1	416
27	2	758
27	3	387
27	4	446
27	5	779
27	6	414
27	7	422
27	8	403
27	9	370
27	10	408
27	11	384
27	12	427
27	13	355
27	14	372
27	15	343
27	16	411
27	17	332
27	18	732
27	19	443
27	20	899
27	21	377
27	22	480
27	23	529
27	24	366
27	25	487
27	26	435
27	27	461
27	28	391
27	29	435
27	30	409
28	1	502
28	2	407
28	3	401
28	4	374
28	5	425
28	6	391
28	7	463
28	8	342
28	9	399
28	10	470
28	11	410
28	12	415
28	13	375
28	14	429
28	15	361
28	16	359
28	17	344
28	18	413
28	19	459
28	20	414
28	21	474
28	22	582
28	23	447
28	24	438
28	25	444
28	26	425
28	27	427
28	28	511
28	29	437
28	30	584
29	1	415
29	2	453
29	3	471
29	4	504
29	5	410
29	6	372
29	7	398
29	8	558
29	9	449
29	10	446
29	11	424
29	12	547
29	13	436
29	14	812
29	15	333
29	16	614
29	17	396
29	18	343
29	19	362
29	20	878
29	21	366
29	22	415
29	23	504
29	24	675
29	25	373
29	26	395
29	27	357
29	28	445
29	29	391
29	30	467
30	1	353
30	2	515
30	3	388
30	4	776
30	5	358
30	6	372
30	7	345
30	8	396
30	9	603
30	10	740
30	11	380
30	12	547
30	13	389
30	14	664
30	15	373
30	16	387
30	17	362
30	18	379
30	19	392
30	20	372
30	21	431
30	22	380
30	23	405
30	24	382
30	25	325
30	26	464
30	27	404
30	28	477
30	29	422
30	30	356
31	1	432
31	2	399
