NAME: 	AlexandraP_4day_lhand
Completed cycles:	34
Failed cycles:	1
1	1	806
1	2	557
1	3	428
1	4	382
1	5	347
1	6	324
1	7	362
1	8	253
1	9	308
1	10	240
1	11	278
1	12	341
1	13	275
1	14	277
1	15	251
1	16	365
1	17	367
1	18	350
1	19	371
1	20	324
1	21	242
1	22	243
1	23	261
1	24	422
1	25	297
1	26	316
1	27	245
1	28	221
1	29	404
1	30	255
2	1	323
2	2	246
2	3	220
2	4	341
2	5	272
2	6	256
2	7	214
2	8	253
2	9	328
2	10	296
2	11	266
2	12	374
2	13	310
2	14	221
2	15	383
2	16	390
2	17	416
2	18	325
2	19	382
2	20	309
2	21	347
2	22	252
2	23	253
2	24	280
2	25	258
2	26	216
2	27	258
2	28	254
2	29	347
2	30	309
3	1	293
3	2	276
3	3	278
3	4	346
3	5	285
3	6	266
3	7	506
3	8	261
3	9	298
3	10	319
3	11	312
3	12	282
3	13	462
3	14	298
3	15	294
3	16	246
3	17	240
3	18	304
3	19	255
3	20	284
3	21	393
3	22	327
3	23	461
3	24	280
3	25	298
3	26	245
3	27	328
3	28	268
3	29	324
3	30	286
4	1	367
4	2	313
4	3	412
4	4	400
4	5	527
4	6	252
4	7	340
4	8	300
4	9	297
4	10	425
4	11	469
4	12	406
4	13	303
4	14	317
4	15	265
4	16	265
4	17	327
4	18	323
4	19	415
4	20	390
4	21	311
4	22	272
4	23	296
4	24	282
4	25	305
4	26	629
4	27	247
4	28	326
4	29	443
4	30	392
5	1	304
5	2	359
5	3	281
5	4	355
5	5	316
5	6	312
5	7	244
5	8	327
5	9	270
5	10	422
5	11	315
5	12	248
5	13	342
5	14	288
5	15	341
5	16	238
5	17	320
5	18	256
5	19	258
5	20	311
5	21	259
5	22	354
5	23	285
5	24	289
5	25	283
5	26	314
5	27	321
5	28	339
5	29	278
5	30	378
6	1	246
6	2	312
6	3	285
6	4	338
6	5	295
6	6	437
6	7	267
6	8	332
6	9	488
6	10	237
6	11	255
6	12	304
6	13	241
6	14	283
6	15	310
6	16	422
6	17	261
6	18	310
6	19	387
6	20	289
6	21	441
6	22	242
6	23	340
6	24	365
6	25	482
6	26	247
6	27	314
6	28	356
6	29	358
6	30	307
7	1	383
7	2	485
7	3	271
7	4	228
7	5	534
7	6	319
7	7	321
7	8	380
7	9	317
7	10	309
7	11	392
7	12	328
7	13	296
7	14	398
7	15	248
7	16	290
7	17	353
7	18	396
7	19	286
7	20	517
7	21	359
7	22	271
7	23	306
7	24	259
7	25	291
7	26	309
7	27	364
7	28	309
7	29	428
7	30	445
8	1	563
8	2	451
8	3	389
8	4	253
8	5	297
8	6	300
8	7	420
8	8	379
8	9	308
8	10	327
8	11	285
8	12	268
8	13	278
8	14	384
8	15	328
8	16	353
8	17	323
8	18	328
8	19	252
8	20	270
8	21	291
8	22	298
8	23	372
8	24	281
8	25	335
8	26	262
8	27	345
8	28	330
8	29	353
8	30	277
9	1	302
9	2	349
9	3	254
9	4	333
9	5	345
9	6	276
9	7	451
9	8	256
9	9	250
9	10	262
9	11	295
9	12	270
9	13	276
9	14	296
9	15	493
9	16	319
9	17	268
9	18	348
9	19	295
9	20	358
9	21	371
9	22	258
9	23	291
9	24	309
9	25	376
9	26	360
9	27	293
9	28	341
9	29	336
9	30	342
10	1	313
10	2	523
10	3	375
10	4	313
10	5	295
10	6	318
10	7	329
10	8	359
10	9	385
10	10	459
10	11	322
10	12	405
10	13	269
10	14	310
10	15	359
10	16	278
10	17	442
10	18	307
10	19	397
10	20	268
10	21	375
10	22	311
10	23	268
10	24	474
10	25	562
10	26	283
10	27	287
10	28	423
10	29	316
10	30	363
11	1	294
11	2	499
11	3	279
11	4	274
11	5	294
11	6	291
11	7	320
11	8	383
11	9	308
11	10	487
11	11	350
11	12	317
11	13	422
11	14	261
11	15	357
11	16	373
11	17	318
11	18	305
11	19	345
11	20	332
11	21	394
11	22	337
11	23	381
11	24	296
11	25	359
11	26	250
11	27	386
11	28	278
11	29	329
11	30	427
12	1	351
12	2	654
12	3	380
12	4	310
12	5	309
12	6	368
12	7	319
12	8	279
12	9	313
12	10	260
12	11	420
12	12	317
12	13	288
12	14	329
12	15	357
12	16	410
12	17	225
12	18	263
12	19	324
12	20	308
12	21	344
12	22	407
12	23	304
12	24	262
12	25	301
12	26	368
12	27	278
12	28	385
12	29	330
12	30	403
13	1	326
13	2	320
13	3	233
13	4	295
13	5	360
13	6	310
13	7	278
13	8	388
13	9	311
13	10	336
13	11	484
13	12	314
13	13	284
13	14	268
13	15	435
13	16	286
13	17	285
13	18	350
13	19	240
13	20	403
13	21	292
13	22	402
13	23	358
13	24	289
13	25	516
13	26	278
13	27	307
13	28	489
13	29	332
13	30	401
14	1	288
14	2	281
14	3	277
14	4	302
14	5	406
14	6	316
14	7	277
14	8	254
14	9	332
14	10	252
14	11	289
14	12	311
14	13	236
14	14	508
14	15	395
14	16	424
14	17	410
14	18	238
14	19	666
14	20	341
14	21	580
14	22	390
14	23	262
14	24	249
14	25	371
14	26	296
14	27	390
14	28	275
14	29	468
14	30	499
15	1	259
15	2	238
15	3	280
15	4	353
15	5	481
15	6	310
15	7	272
15	8	415
15	9	276
15	10	265
15	11	468
15	12	380
15	13	634
15	14	291
15	15	308
15	16	309
15	17	257
15	18	280
