NAME: 	Egor_2day_lhand
Completed cycles:	35
Failed cycles:	1
1	1	624
1	2	295
1	3	347
1	4	286
1	5	249
1	6	328
1	7	365
1	8	378
1	9	268
1	10	286
1	11	320
1	12	431
1	13	295
1	14	308
1	15	345
1	16	250
1	17	265
1	18	284
1	19	261
1	20	297
1	21	323
1	22	293
1	23	277
1	24	324
1	25	260
1	26	467
1	27	366
1	28	413
1	29	281
1	30	257
2	1	274
2	2	289
2	3	320
2	4	266
2	5	291
2	6	287
2	7	313
2	8	254
2	9	259
2	10	370
2	11	371
2	12	369
2	13	357
2	14	298
2	15	309
2	16	341
2	17	324
2	18	255
2	19	254
2	20	263
2	21	348
2	22	396
2	23	349
2	24	356
2	25	253
2	26	324
2	27	346
2	28	267
2	29	282
2	30	333
3	1	281
3	2	287
3	3	265
3	4	363
3	5	376
3	6	301
3	7	290
3	8	382
3	9	392
3	10	408
3	11	320
3	12	367
3	13	337
3	14	329
3	15	344
3	16	283
3	17	208
3	18	360
3	19	276
3	20	270
3	21	352
3	22	205
3	23	272
3	24	339
3	25	361
3	26	249
3	27	271
3	28	282
3	29	335
3	30	358
4	1	271
4	2	349
4	3	333
4	4	258
4	5	309
4	6	346
4	7	348
4	8	353
4	9	367
4	10	471
4	11	238
4	12	285
4	13	218
4	14	326
4	15	263
4	16	414
4	17	307
4	18	256
4	19	263
4	20	347
4	21	293
4	22	365
4	23	384
4	24	403
4	25	283
4	26	353
4	27	351
4	28	418
4	29	314
4	30	372
5	1	229
5	2	362
5	3	322
5	4	352
5	5	329
5	6	271
5	7	367
5	8	318
5	9	412
5	10	302
5	11	238
5	12	257
5	13	290
5	14	270
5	15	220
5	16	279
5	17	295
5	18	383
5	19	342
5	20	275
5	21	221
5	22	325
5	23	354
5	24	284
5	25	270
5	26	327
5	27	252
5	28	248
5	29	250
5	30	240
6	1	426
6	2	328
6	3	310
6	4	365
6	5	273
6	6	0
6	7	471
6	8	308
6	9	359
6	10	248
6	11	438
6	12	221
6	13	299
6	14	387
6	15	232
6	16	275
6	17	338
6	18	296
6	19	281
6	20	254
6	21	368
6	22	220
6	23	280
6	24	288
6	25	321
6	26	355
6	27	488
6	28	275
6	29	339
6	30	272
7	1	310
7	2	378
7	3	254
7	4	333
7	5	355
7	6	333
7	7	224
7	8	406
7	9	288
7	10	291
7	11	381
7	12	363
7	13	293
7	14	269
7	15	308
7	16	378
7	17	327
7	18	357
7	19	319
7	20	253
7	21	338
7	22	292
7	23	227
7	24	242
7	25	462
7	26	327
7	27	293
7	28	404
7	29	237
7	30	358
8	1	414
8	2	308
8	3	372
8	4	344
8	5	253
8	6	253
8	7	281
8	8	515
8	9	379
8	10	367
8	11	505
8	12	294
8	13	345
8	14	330
8	15	323
8	16	375
8	17	329
8	18	304
8	19	330
8	20	339
8	21	327
8	22	252
8	23	321
8	24	283
8	25	312
8	26	335
8	27	373
8	28	351
8	29	262
8	30	333
9	1	440
9	2	319
9	3	261
9	4	379
9	5	323
9	6	266
9	7	248
9	8	289
9	9	353
9	10	233
9	11	343
9	12	400
9	13	344
9	14	293
9	15	307
9	16	293
9	17	248
9	18	275
9	19	483
9	20	267
9	21	369
9	22	671
9	23	354
9	24	414
9	25	285
9	26	410
9	27	390
9	28	318
9	29	245
9	30	277
10	1	298
10	2	406
10	3	223
10	4	294
10	5	344
10	6	364
10	7	278
10	8	234
10	9	371
10	10	304
10	11	225
10	12	378
10	13	288
10	14	236
10	15	336
10	16	346
10	17	225
10	18	332
10	19	252
10	20	297
10	21	198
10	22	245
10	23	348
10	24	339
10	25	357
10	26	254
10	27	286
10	28	318
10	29	388
10	30	336
11	1	376
11	2	310
11	3	256
11	4	259
11	5	298
11	6	328
11	7	213
11	8	254
11	9	457
11	10	311
11	11	280
11	12	320
11	13	258
11	14	277
11	15	235
11	16	299
11	17	241
11	18	299
11	19	307
11	20	295
11	21	433
11	22	272
11	23	378
11	24	211
11	25	450
11	26	318
11	27	241
11	28	218
11	29	156
11	30	583
12	1	288
12	2	456
12	3	387
12	4	346
12	5	341
12	6	300
12	7	306
12	8	315
12	9	259
12	10	257
12	11	410
12	12	291
12	13	262
12	14	513
12	15	408
12	16	281
12	17	283
12	18	225
12	19	430
12	20	488
12	21	334
12	22	300
12	23	233
12	24	201
12	25	469
12	26	371
12	27	202
12	28	286
12	29	257
12	30	220
13	1	246
13	2	302
13	3	314
13	4	310
13	5	344
13	6	296
13	7	294
13	8	235
13	9	256
13	10	392
13	11	371
13	12	218
13	13	259
13	14	361
13	15	413
13	16	334
13	17	297
13	18	228
13	19	450
13	20	360
13	21	280
13	22	368
13	23	451
13	24	352
13	25	292
13	26	274
13	27	452
13	28	272
13	29	335
13	30	302
14	1	460
14	2	349
14	3	369
14	4	409
14	5	308
14	6	246
14	7	333
14	8	410
14	9	353
14	10	334
14	11	313
14	12	252
14	13	213
14	14	290
14	15	242
14	16	352
14	17	201
14	18	256
14	19	260
14	20	240
14	21	416
14	22	471
14	23	297
14	24	342
14	25	336
14	26	284
14	27	384
14	28	391
14	29	350
14	30	315
15	1	377
15	2	349
15	3	299
15	4	243
15	5	413
15	6	305
15	7	345
15	8	336
15	9	251
15	10	247
15	11	234
15	12	286
15	13	392
15	14	257
15	15	533
15	16	275
15	17	405
15	18	394
15	19	432
15	20	347
15	21	423
15	22	328
15	23	290
15	24	339
15	25	342
15	26	229
15	27	268
15	28	377
15	29	317
15	30	242
16	1	345
16	2	251
16	3	224
16	4	216
16	5	386
16	6	402
16	7	409
16	8	363
16	9	447
16	10	250
16	11	382
16	12	293
16	13	350
16	14	382
16	15	377
16	16	355
16	17	256
16	18	390
16	19	434
16	20	295
16	21	170
16	22	432
16	23	368
16	24	415
16	25	458
16	26	444
16	27	414
16	28	135
16	29	424
16	30	582
17	1	391
17	2	239
17	3	533
17	4	362
17	5	217
17	6	284
17	7	296
17	8	282
17	9	348
17	10	371
17	11	407
17	12	414
17	13	347
17	14	278
17	15	306
17	16	274
17	17	279
17	18	310
17	19	413
17	20	354
17	21	284
17	22	258
17	23	303
17	24	320
17	25	459
17	26	308
17	27	350
17	28	332
17	29	376
17	30	234
18	1	301
18	2	298
18	3	395
18	4	308
18	5	277
18	6	272
18	7	216
18	8	269
18	9	292
18	10	271
18	11	333
18	12	198
18	13	345
18	14	439
18	15	371
18	16	326
18	17	414
18	18	384
18	19	242
18	20	316
18	21	364
18	22	312
18	23	278
18	24	294
18	25	359
18	26	291
18	27	268
18	28	433
18	29	431
18	30	279
19	1	263
19	2	249
19	3	368
19	4	417
19	5	237
19	6	315
19	7	388
19	8	281
19	9	274
19	10	350
19	11	208
19	12	402
19	13	279
19	14	404
19	15	242
19	16	204
19	17	213
19	18	252
19	19	190
19	20	246
19	21	250
19	22	244
19	23	451
19	24	285
19	25	364
19	26	274
19	27	314
19	28	206
19	29	355
19	30	221
20	1	324
20	2	430
20	3	398
20	4	392
20	5	372
20	6	268
20	7	375
20	8	349
20	9	243
20	10	208
20	11	295
20	12	385
20	13	361
20	14	326
20	15	369
20	16	293
20	17	477
20	18	352
20	19	203
20	20	216
20	21	235
20	22	371
20	23	322
20	24	338
20	25	468
20	26	214
20	27	319
20	28	391
20	29	231
20	30	281
21	1	364
21	2	458
21	3	126
21	4	295
21	5	253
21	6	239
21	7	378
21	8	433
21	9	458
21	10	545
21	11	221
21	12	398
21	13	281
21	14	168
21	15	360
21	16	393
21	17	399
21	18	360
21	19	431
21	20	203
21	21	442
21	22	234
21	23	279
21	24	311
21	25	435
21	26	411
21	27	296
21	28	258
21	29	195
21	30	270
22	1	432
22	2	184
22	3	470
22	4	250
22	5	194
22	6	281
22	7	347
22	8	304
22	9	210
22	10	396
22	11	289
22	12	441
22	13	175
22	14	383
22	15	316
22	16	198
22	17	362
22	18	259
22	19	219
22	20	345
22	21	341
22	22	172
22	23	222
22	24	278
22	25	262
22	26	223
22	27	252
22	28	230
22	29	374
22	30	480
23	1	329
23	2	322
23	3	568
23	4	357
23	5	342
23	6	378
23	7	278
23	8	338
23	9	366
23	10	151
23	11	238
23	12	325
23	13	489
23	14	446
23	15	253
23	16	294
23	17	441
23	18	343
23	19	349
23	20	307
23	21	215
23	22	561
23	23	358
23	24	400
23	25	515
23	26	159
23	27	266
23	28	273
23	29	350
23	30	229
24	1	265
24	2	213
24	3	312
24	4	233
24	5	267
24	6	317
24	7	362
24	8	363
24	9	353
24	10	472
24	11	263
24	12	417
24	13	315
24	14	228
24	15	208
24	16	415
24	17	291
24	18	235
24	19	218
24	20	453
24	21	378
24	22	233
24	23	278
24	24	198
24	25	372
24	26	270
24	27	343
24	28	237
24	29	290
24	30	262
25	1	242
25	2	235
25	3	278
25	4	404
25	5	409
25	6	401
25	7	351
25	8	371
25	9	390
25	10	241
25	11	232
25	12	248
25	13	414
25	14	403
25	15	364
25	16	205
25	17	366
25	18	340
25	19	193
25	20	528
25	21	358
25	22	377
25	23	191
25	24	394
25	25	344
25	26	312
25	27	380
25	28	214
25	29	220
25	30	382
26	1	273
26	2	383
26	3	263
26	4	209
26	5	226
26	6	221
26	7	189
26	8	309
26	9	343
26	10	293
26	11	411
26	12	256
26	13	214
26	14	363
26	15	348
26	16	371
26	17	431
26	18	375
26	19	354
26	20	259
26	21	239
26	22	319
26	23	381
26	24	427
26	25	206
26	26	341
26	27	239
26	28	252
26	29	337
26	30	112
27	1	412
27	2	241
27	3	340
27	4	406
27	5	179
27	6	229
27	7	229
27	8	230
27	9	438
27	10	383
27	11	365
27	12	427
27	13	347
27	14	189
27	15	258
27	16	362
27	17	292
27	18	525
27	19	366
27	20	282
27	21	261
27	22	375
27	23	387
27	24	462
27	25	287
27	26	398
27	27	340
27	28	396
27	29	410
27	30	289
28	1	371
28	2	393
28	3	346
28	4	211
28	5	395
28	6	294
28	7	239
28	8	274
28	9	392
28	10	480
28	11	507
28	12	362
28	13	212
28	14	347
28	15	423
28	16	474
28	17	319
28	18	335
28	19	343
28	20	430
28	21	256
28	22	281
28	23	259
28	24	432
28	25	336
28	26	227
28	27	256
28	28	182
28	29	341
28	30	142
29	1	462
29	2	301
29	3	318
29	4	320
29	5	490
29	6	384
29	7	232
29	8	216
29	9	229
29	10	375
29	11	355
29	12	402
29	13	237
29	14	277
29	15	245
29	16	422
29	17	373
29	18	253
29	19	367
29	20	355
29	21	411
29	22	344
29	23	239
29	24	359
29	25	356
29	26	280
29	27	384
29	28	357
29	29	260
29	30	237
30	1	233
30	2	321
30	3	413
30	4	243
30	5	366
30	6	330
30	7	288
30	8	325
30	9	337
30	10	590
30	11	312
30	12	567
30	13	720
30	14	337
30	15	226
30	16	272
30	17	310
30	18	229
30	19	230
30	20	273
30	21	302
30	22	241
30	23	321
30	24	282
30	25	296
30	26	344
30	27	363
30	28	308
30	29	306
30	30	453
31	1	395
31	2	342
31	3	269
31	4	214
31	5	275
31	6	259
31	7	287
31	8	527
31	9	339
31	10	453
31	11	263
31	12	269
31	13	301
31	14	857
31	15	284
31	16	393
31	17	243
31	18	316
31	19	254
31	20	311
31	21	485
31	22	306
31	23	269
31	24	345
31	25	197
31	26	429
31	27	248
31	28	348
31	29	355
31	30	292
32	1	391
32	2	413
32	3	237
32	4	359
32	5	303
32	6	280
32	7	209
32	8	419
32	9	299
32	10	331
32	11	380
32	12	276
32	13	376
32	14	173
32	15	246
32	16	346
32	17	176
32	18	248
32	19	362
32	20	341
32	21	346
32	22	330
32	23	364
32	24	378
32	25	262
32	26	309
32	27	317
32	28	314
32	29	349
32	30	315
33	1	257
33	2	470
33	3	368
33	4	220
33	5	186
33	6	300
33	7	245
33	8	362
33	9	388
33	10	248
33	11	358
33	12	471
33	13	247
33	14	225
33	15	322
33	16	641
33	17	310
33	18	203
33	19	421
33	20	395
33	21	727
33	22	273
33	23	284
33	24	254
33	25	449
33	26	487
33	27	363
33	28	366
33	29	250
33	30	303
34	1	244
34	2	405
34	3	247
34	4	328
34	5	227
34	6	396
34	7	340
34	8	263
34	9	216
34	10	303
34	11	325
34	12	373
34	13	209
34	14	293
34	15	321
34	16	418
34	17	268
34	18	366
34	19	323
34	20	223
34	21	327
34	22	274
34	23	229
34	24	230
34	25	17
34	26	399
34	27	364
34	28	364
34	29	435
34	30	362
35	1	387
35	2	446
35	3	273
35	4	188
35	5	566
35	6	474
35	7	421
35	8	317
35	9	450
35	10	464
35	11	274
35	12	313
35	13	376
35	14	256
35	15	405
35	16	430
35	17	392
35	18	268
35	19	307
35	20	440
35	21	329
35	22	252
35	23	342
35	24	546
35	25	248
35	26	358
35	27	362
35	28	355
35	29	397
35	30	396
36	1	255
36	2	539
36	3	373
36	4	418
36	5	348
36	6	308
36	7	369
36	8	270
36	9	376
36	10	226
36	11	314
36	12	262
