NAME: 	Anna_3day_lhand
Completed cycles:	37
Failed cycles:	1
1	1	803
1	2	150
1	3	292
1	4	315
1	5	233
1	6	212
1	7	143
1	8	190
1	9	342
1	10	126
1	11	316
1	12	151
1	13	179
1	14	143
1	15	309
1	16	129
1	17	295
1	18	205
1	19	199
1	20	233
1	21	293
1	22	224
1	23	222
1	24	223
1	25	185
1	26	147
1	27	444
1	28	276
1	29	259
1	30	131
2	1	244
2	2	323
2	3	295
2	4	202
2	5	192
2	6	274
2	7	195
2	8	260
2	9	300
2	10	319
2	11	156
2	12	317
2	13	197
2	14	212
2	15	262
2	16	313
2	17	272
2	18	271
2	19	300
2	20	480
2	21	185
2	22	330
2	23	318
2	24	186
2	25	195
2	26	178
2	27	244
2	28	133
2	29	295
2	30	247
3	1	158
3	2	363
3	3	278
3	4	132
3	5	194
3	6	101
3	7	311
3	8	174
3	9	207
3	10	268
3	11	265
3	12	283
3	13	295
3	14	215
3	15	353
3	16	145
3	17	200
3	18	242
3	19	275
3	20	391
3	21	297
3	22	199
3	23	297
3	24	287
3	25	498
3	26	219
3	27	205
3	28	326
3	29	360
3	30	524
4	1	264
4	2	110
4	3	231
4	4	331
4	5	360
4	6	137
4	7	261
4	8	212
4	9	199
4	10	187
4	11	208
4	12	312
4	13	169
4	14	221
4	15	301
4	16	161
4	17	221
4	18	195
4	19	289
4	20	180
4	21	229
4	22	165
4	23	184
4	24	133
4	25	319
4	26	165
4	27	164
4	28	199
4	29	222
4	30	81
5	1	139
5	2	249
5	3	393
5	4	118
5	5	267
5	6	306
5	7	147
5	8	256
5	9	329
5	10	202
5	11	244
5	12	254
5	13	170
5	14	313
5	15	338
5	16	279
5	17	250
5	18	214
5	19	274
5	20	253
5	21	172
5	22	226
5	23	222
5	24	151
5	25	228
5	26	316
5	27	235
5	28	256
5	29	281
5	30	383
6	1	322
6	2	445
6	3	249
6	4	200
6	5	276
6	6	282
6	7	448
6	8	505
6	9	259
6	10	254
