NAME: 	Anna_3day_lhand
Completed cycles:	37
Failed cycles:	1
6	11	449
6	12	406
6	13	268
6	14	382
6	15	246
6	16	186
6	17	279
6	18	222
6	19	377
6	20	319
6	21	247
6	22	218
6	23	205
6	24	338
6	25	229
6	26	195
6	27	187
6	28	320
6	29	122
6	30	248
7	1	210
7	2	270
7	3	417
7	4	145
7	5	182
7	6	115
7	7	270
7	8	142
7	9	325
7	10	256
7	11	173
7	12	399
7	13	231
7	14	255
7	15	259
7	16	276
7	17	166
7	18	286
7	19	506
7	20	244
7	21	268
7	22	101
7	23	245
7	24	265
7	25	175
7	26	157
7	27	266
7	28	159
7	29	341
7	30	285
8	1	243
8	2	221
8	3	137
8	4	252
8	5	202
8	6	200
8	7	260
8	8	328
8	9	154
8	10	190
8	11	237
8	12	402
8	13	146
8	14	135
8	15	295
8	16	230
8	17	257
8	18	213
8	19	176
8	20	278
8	21	200
8	22	205
8	23	249
8	24	178
8	25	143
8	26	289
8	27	230
8	28	268
8	29	119
8	30	288
9	1	205
9	2	223
9	3	296
9	4	184
9	5	201
9	6	144
9	7	271
9	8	322
9	9	260
9	10	205
9	11	483
9	12	409
9	13	266
9	14	169
9	15	152
9	16	497
9	17	327
9	18	186
9	19	195
9	20	321
9	21	306
9	22	173
9	23	162
9	24	219
9	25	163
9	26	230
9	27	238
9	28	296
9	29	333
9	30	228
10	1	148
10	2	267
10	3	319
10	4	267
10	5	179
10	6	313
10	7	161
10	8	265
10	9	217
10	10	162
10	11	218
10	12	360
10	13	269
10	14	205
10	15	248
10	16	276
10	17	283
10	18	216
10	19	94
10	20	217
10	21	191
10	22	320
10	23	180
10	24	196
10	25	162
10	26	297
10	27	326
10	28	105
10	29	167
10	30	368
11	1	281
11	2	394
11	3	269
11	4	252
11	5	198
11	6	388
11	7	254
11	8	254
11	9	131
11	10	163
11	11	164
11	12	204
11	13	173
11	14	274
11	15	187
11	16	284
11	17	76
11	18	199
11	19	294
11	20	322
11	21	285
11	22	336
11	23	139
11	24	198
11	25	240
11	26	225
11	27	296
11	28	145
11	29	245
11	30	459
12	1	192
12	2	325
12	3	237
12	4	256
12	5	229
12	6	229
12	7	202
12	8	230
12	9	350
12	10	216
12	11	120
12	12	343
12	13	268
12	14	132
12	15	260
12	16	321
12	17	286
12	18	230
12	19	339
12	20	198
12	21	241
12	22	297
12	23	339
12	24	142
12	25	305
12	26	188
12	27	113
12	28	308
12	29	122
12	30	202
13	1	590
13	2	372
13	3	371
13	4	242
13	5	215
13	6	128
13	7	151
13	8	205
13	9	234
13	10	171
13	11	162
13	12	210
13	13	118
13	14	216
13	15	196
13	16	223
13	17	492
13	18	83
13	19	273
13	20	134
13	21	364
13	22	296
13	23	438
13	24	290
13	25	152
13	26	230
13	27	110
13	28	287
13	29	251
13	30	176
14	1	181
14	2	146
14	3	208
14	4	186
14	5	231
14	6	230
14	7	142
14	8	201
14	9	122
14	10	207
14	11	217
14	12	287
14	13	194
14	14	207
14	15	198
14	16	243
14	17	242
14	18	245
14	19	214
14	20	185
14	21	215
14	22	309
14	23	300
14	24	178
14	25	221
14	26	123
14	27	227
14	28	162
14	29	132
14	30	184
15	1	225
15	2	389
15	3	212
15	4	147
15	5	307
15	6	184
15	7	271
15	8	231
15	9	260
15	10	187
15	11	199
15	12	173
15	13	279
15	14	391
15	15	254
15	16	251
15	17	152
15	18	201
15	19	243
15	20	232
15	21	312
15	22	191
15	23	230
15	24	163
15	25	141
15	26	309
15	27	262
15	28	224
15	29	93
15	30	423
16	1	245
16	2	371
16	3	484
16	4	253
16	5	255
16	6	318
16	7	423
16	8	328
16	9	324
16	10	244
16	11	213
16	12	267
16	13	171
16	14	223
16	15	356
16	16	282
16	17	229
16	18	291
16	19	301
16	20	221
16	21	259
16	22	143
16	23	167
16	24	376
16	25	415
16	26	310
16	27	455
16	28	249
16	29	309
16	30	113
17	1	399
17	2	280
17	3	283
17	4	159
17	5	331
17	6	332
17	7	348
17	8	453
17	9	354
17	10	286
17	11	272
17	12	126
17	13	197
17	14	373
17	15	269
17	16	215
17	17	346
17	18	279
17	19	253
17	20	425
17	21	165
17	22	220
17	23	179
17	24	254
17	25	129
17	26	374
17	27	113
17	28	196
17	29	232
17	30	158
18	1	101
18	2	213
18	3	122
18	4	335
18	5	341
18	6	174
18	7	213
18	8	343
18	9	225
18	10	198
18	11	109
18	12	234
18	13	112
18	14	588
18	15	142
18	16	326
18	17	509
18	18	212
18	19	281
18	20	338
18	21	401
18	22	284
18	23	195
18	24	364
18	25	266
18	26	342
18	27	308
18	28	158
18	29	165
18	30	231
19	1	382
19	2	275
19	3	246
19	4	189
19	5	261
19	6	355
19	7	179
19	8	317
19	9	277
19	10	405
19	11	291
19	12	277
19	13	228
19	14	138
19	15	218
19	16	238
19	17	289
19	18	169
19	19	285
19	20	303
19	21	279
19	22	306
19	23	228
19	24	278
19	25	198
19	26	184
19	27	185
19	28	202
19	29	154
19	30	185
20	1	172
20	2	343
20	3	290
20	4	220
20	5	231
20	6	249
20	7	144
20	8	467
20	9	273
20	10	134
20	11	244
20	12	349
20	13	195
20	14	408
20	15	344
20	16	386
20	17	251
20	18	358
20	19	234
20	20	259
20	21	192
20	22	182
20	23	240
20	24	340
20	25	192
20	26	244
20	27	301
20	28	272
20	29	259
20	30	361
21	1	224
21	2	363
21	3	362
21	4	250
21	5	206
21	6	143
21	7	254
21	8	481
21	9	170
21	10	143
21	11	179
21	12	235
21	13	195
21	14	220
21	15	292
21	16	185
21	17	486
21	18	229
21	19	274
21	20	234
21	21	115
21	22	228
21	23	248
21	24	204
21	25	204
21	26	133
21	27	194
21	28	210
21	29	189
21	30	156
22	1	213
22	2	185
22	3	286
22	4	292
22	5	156
22	6	227
22	7	110
22	8	176
22	9	90
22	10	179
22	11	177
22	12	309
22	13	148
22	14	188
22	15	187
22	16	173
22	17	125
22	18	233
22	19	209
22	20	159
22	21	215
22	22	170
22	23	294
22	24	213
22	25	265
22	26	357
22	27	222
22	28	390
22	29	350
22	30	340
23	1	272
23	2	202
23	3	175
23	4	410
23	5	382
23	6	441
23	7	177
23	8	292
23	9	291
23	10	144
23	11	332
23	12	392
23	13	316
23	14	213
23	15	302
23	16	240
23	17	308
23	18	232
23	19	295
23	20	374
23	21	153
23	22	208
23	23	373
23	24	381
23	25	170
23	26	272
23	27	239
23	28	410
23	29	336
23	30	219
24	1	219
24	2	299
24	3	191
24	4	210
24	5	138
24	6	416
24	7	240
24	8	150
24	9	240
24	10	385
24	11	273
24	12	192
24	13	199
24	14	235
24	15	504
24	16	245
24	17	201
24	18	301
24	19	124
24	20	267
24	21	206
24	22	125
24	23	256
24	24	171
24	25	361
24	26	221
24	27	176
24	28	247
24	29	237
24	30	184
25	1	365
25	2	168
25	3	244
25	4	332
25	5	199
25	6	182
25	7	280
25	8	121
25	9	222
25	10	188
25	11	133
25	12	125
25	13	103
25	14	354
25	15	162
25	16	178
25	17	306
25	18	348
25	19	264
25	20	161
25	21	193
25	22	273
25	23	185
25	24	449
25	25	165
25	26	199
25	27	111
25	28	276
25	29	267
25	30	190
26	1	481
26	2	351
26	3	134
26	4	340
26	5	277
26	6	434
26	7	314
26	8	179
26	9	181
26	10	257
26	11	78
26	12	382
26	13	95
26	14	237
26	15	291
26	16	123
26	17	291
26	18	347
26	19	260
26	20	134
26	21	234
26	22	187
26	23	284
26	24	252
26	25	184
26	26	222
26	27	114
26	28	199
26	29	197
26	30	134
27	1	384
27	2	262
27	3	106
27	4	279
27	5	122
27	6	246
27	7	201
27	8	99
27	9	261
27	10	125
27	11	265
27	12	228
27	13	209
27	14	325
27	15	150
27	16	486
27	17	365
27	18	219
27	19	232
27	20	47
27	21	334
27	22	319
27	23	111
27	24	208
27	25	191
27	26	194
27	27	129
27	28	195
27	29	96
27	30	277
28	1	229
28	2	471
28	3	180
28	4	202
28	5	200
28	6	135
28	7	317
28	8	264
28	9	225
28	10	99
28	11	270
28	12	420
28	13	264
28	14	166
28	15	186
28	16	435
28	17	230
28	18	323
28	19	244
28	20	229
28	21	215
28	22	325
28	23	247
28	24	329
28	25	100
28	26	296
28	27	278
28	28	390
28	29	327
28	30	155
29	1	245
29	2	365
29	3	285
29	4	151
29	5	383
29	6	322
29	7	292
29	8	235
29	9	297
29	10	283
29	11	214
29	12	321
29	13	165
29	14	468
29	15	218
29	16	313
29	17	134
29	18	292
29	19	272
29	20	258
29	21	215
29	22	200
29	23	321
29	24	154
29	25	153
29	26	226
29	27	281
29	28	164
29	29	212
29	30	255
30	1	214
30	2	190
30	3	333
30	4	234
30	5	350
30	6	250
30	7	294
30	8	248
30	9	186
30	10	183
30	11	207
30	12	227
30	13	160
30	14	368
30	15	97
30	16	284
30	17	277
30	18	175
30	19	358
30	20	176
30	21	284
30	22	329
30	23	300
30	24	175
30	25	354
30	26	146
30	27	234
30	28	183
30	29	282
30	30	151
31	1	152
31	2	289
31	3	232
31	4	239
31	5	166
31	6	321
31	7	197
31	8	294
31	9	243
31	10	247
31	11	163
31	12	258
31	13	285
31	14	246
31	15	224
31	16	274
31	17	214
31	18	235
31	19	268
31	20	218
31	21	263
31	22	167
31	23	232
31	24	215
31	25	212
31	26	255
31	27	232
31	28	316
31	29	240
31	30	495
32	1	390
32	2	316
32	3	229
32	4	240
32	5	200
32	6	336
32	7	137
32	8	207
32	9	282
32	10	224
32	11	288
32	12	360
32	13	152
32	14	213
32	15	250
32	16	250
32	17	106
32	18	191
32	19	222
32	20	286
32	21	113
32	22	230
32	23	265
32	24	363
32	25	284
32	26	179
32	27	336
32	28	399
32	29	285
32	30	192
33	1	196
33	2	200
33	3	226
33	4	374
33	5	254
33	6	278
33	7	370
33	8	242
33	9	288
33	10	265
33	11	184
33	12	383
33	13	264
33	14	374
33	15	208
33	16	200
33	17	290
33	18	145
33	19	211
33	20	175
33	21	228
33	22	315
33	23	294
33	24	164
33	25	446
33	26	227
33	27	348
33	28	381
33	29	180
33	30	450
34	1	250
34	2	152
34	3	200
34	4	135
34	5	405
34	6	111
34	7	208
34	8	142
34	9	388
34	10	128
34	11	191
34	12	118
34	13	257
34	14	238
34	15	192
34	16	243
34	17	346
34	18	214
34	19	266
34	20	196
34	21	282
34	22	291
34	23	117
34	24	237
34	25	248
34	26	435
34	27	203
34	28	569
34	29	182
34	30	362
35	1	101
35	2	254
35	3	82
35	4	236
35	5	294
35	6	212
35	7	217
35	8	360
35	9	368
35	10	328
35	11	139
35	12	297
35	13	298
35	14	137
35	15	354
35	16	241
35	17	348
35	18	184
35	19	172
35	20	88
35	21	346
35	22	279
35	23	429
35	24	281
35	25	282
35	26	315
35	27	215
35	28	292
35	29	222
35	30	200
36	1	305
36	2	373
36	3	263
36	4	293
36	5	261
36	6	163
36	7	290
36	8	403
36	9	299
36	10	297
36	11	208
36	12	241
36	13	230
36	14	297
36	15	348
36	16	250
36	17	331
36	18	259
36	19	276
36	20	224
36	21	199
36	22	327
36	23	233
36	24	225
36	25	201
36	26	209
36	27	364
36	28	338
36	29	245
36	30	261
37	1	247
37	2	264
37	3	275
37	4	274
37	5	221
37	6	296
37	7	383
37	8	220
37	9	162
37	10	322
37	11	249
37	12	374
37	13	250
37	14	427
37	15	290
37	16	246
37	17	363
37	18	243
37	19	367
37	20	333
37	21	183
37	22	119
37	23	196
37	24	190
37	25	282
37	26	186
37	27	487
37	28	330
37	29	352
37	30	273
38	1	276
38	2	230
38	3	410
38	4	201
38	5	281
38	6	309
38	7	146
38	8	235
38	9	278
38	10	173
38	11	225
38	12	210
38	13	328
38	14	291
38	15	156
38	16	182
38	17	342
38	18	160
38	19	315
38	20	210
38	21	302
38	22	279
38	23	277
38	24	177
38	25	236
38	26	325
38	27	237
38	28	294
