NAME: 	Alexey_3day_rhand
Completed cycles:	38
Failed cycles:	1
13	19	234
13	20	304
13	21	339
13	22	221
13	23	267
13	24	315
13	25	231
13	26	285
13	27	371
13	28	283
13	29	235
13	30	233
14	1	242
14	2	287
14	3	375
14	4	355
14	5	288
14	6	333
14	7	262
14	8	294
14	9	262
14	10	293
14	11	248
14	12	285
14	13	282
14	14	285
14	15	323
14	16	225
14	17	300
14	18	193
14	19	317
14	20	367
14	21	294
14	22	211
14	23	306
14	24	240
14	25	309
14	26	237
14	27	181
14	28	299
14	29	243
14	30	229
15	1	295
15	2	234
15	3	326
15	4	246
15	5	254
15	6	234
15	7	219
15	8	307
15	9	248
15	10	297
15	11	216
15	12	273
15	13	274
15	14	214
15	15	201
15	16	229
15	17	219
15	18	201
15	19	320
15	20	201
15	21	222
15	22	292
15	23	190
15	24	207
15	25	308
15	26	162
15	27	212
15	28	227
15	29	350
15	30	221
16	1	328
16	2	206
16	3	237
16	4	231
16	5	290
16	6	337
16	7	236
16	8	217
16	9	226
16	10	226
16	11	230
16	12	356
16	13	248
16	14	268
16	15	244
16	16	255
16	17	264
16	18	272
16	19	297
16	20	319
16	21	261
16	22	238
16	23	326
16	24	246
16	25	256
16	26	398
16	27	247
16	28	267
16	29	233
16	30	273
17	1	325
17	2	237
17	3	202
17	4	234
17	5	241
17	6	227
17	7	258
17	8	199
17	9	248
17	10	196
17	11	305
17	12	213
17	13	205
17	14	264
17	15	297
17	16	262
17	17	279
17	18	266
17	19	173
17	20	305
17	21	189
17	22	173
17	23	202
17	24	299
17	25	212
17	26	280
17	27	565
17	28	149
17	29	194
17	30	294
18	1	385
18	2	376
18	3	247
18	4	316
18	5	265
18	6	256
18	7	198
18	8	339
18	9	331
18	10	208
18	11	191
18	12	315
18	13	171
18	14	206
18	15	257
18	16	213
18	17	292
18	18	328
18	19	267
18	20	295
18	21	297
18	22	262
18	23	268
18	24	288
18	25	323
18	26	232
18	27	237
18	28	412
18	29	247
18	30	219
19	1	376
19	2	291
19	3	288
19	4	255
19	5	449
19	6	219
19	7	251
19	8	226
19	9	264
19	10	312
19	11	261
19	12	274
19	13	244
19	14	222
19	15	237
19	16	250
19	17	285
19	18	204
19	19	215
19	20	230
19	21	283
19	22	331
19	23	343
19	24	217
19	25	219
19	26	210
19	27	243
19	28	289
19	29	221
19	30	198
20	1	221
20	2	370
20	3	397
20	4	337
20	5	289
20	6	356
20	7	213
20	8	244
20	9	381
20	10	224
20	11	250
20	12	282
20	13	242
20	14	259
20	15	222
20	16	232
20	17	247
20	18	190
20	19	266
20	20	236
20	21	226
20	22	240
20	23	353
20	24	328
20	25	303
20	26	411
20	27	246
20	28	270
20	29	247
20	30	315
21	1	234
21	2	248
21	3	342
21	4	210
21	5	190
21	6	218
21	7	300
21	8	199
21	9	226
21	10	271
21	11	329
21	12	290
21	13	215
21	14	308
21	15	396
21	16	247
21	17	223
21	18	205
21	19	195
21	20	266
21	21	285
21	22	163
21	23	343
21	24	323
21	25	212
21	26	217
21	27	204
21	28	359
21	29	234
21	30	351
22	1	340
22	2	427
22	3	236
22	4	467
22	5	443
22	6	508
22	7	400
22	8	277
22	9	351
22	10	260
22	11	325
22	12	369
22	13	360
22	14	345
22	15	340
22	16	381
22	17	289
22	18	246
22	19	312
22	20	530
22	21	344
22	22	331
22	23	347
22	24	226
22	25	280
22	26	245
22	27	291
22	28	376
22	29	346
22	30	401
23	1	260
23	2	424
23	3	455
23	4	278
23	5	322
23	6	356
23	7	285
23	8	243
23	9	271
23	10	316
23	11	457
23	12	311
23	13	566
23	14	278
23	15	266
23	16	251
23	17	338
23	18	321
23	19	342
23	20	385
23	21	311
23	22	307
23	23	532
23	24	268
23	25	329
23	26	265
23	27	344
23	28	243
23	29	278
23	30	340
24	1	282
24	2	275
24	3	361
24	4	315
24	5	247
24	6	299
24	7	300
24	8	278
24	9	251
24	10	306
24	11	232
24	12	299
24	13	327
24	14	359
24	15	317
24	16	256
24	17	280
24	18	344
24	19	362
24	20	388
24	21	317
24	22	316
24	23	372
24	24	173
24	25	269
24	26	349
24	27	347
24	28	320
24	29	321
24	30	231
25	1	372
25	2	331
25	3	327
25	4	367
25	5	256
25	6	276
25	7	15
25	8	27
25	9	312
25	10	337
25	11	254
25	12	334
25	13	235
25	14	314
25	15	299
25	16	240
25	17	245
25	18	312
25	19	228
25	20	708
25	21	241
25	22	321
25	23	174
25	24	227
25	25	279
25	26	243
25	27	383
25	28	212
25	29	331
25	30	245
26	1	360
26	2	291
26	3	225
26	4	375
26	5	201
26	6	236
26	7	308
26	8	278
26	9	384
26	10	241
26	11	280
26	12	311
26	13	281
26	14	239
26	15	333
26	16	241
26	17	332
26	18	347
26	19	307
26	20	222
26	21	255
26	22	309
26	23	268
26	24	307
26	25	247
26	26	217
26	27	234
26	28	259
26	29	246
26	30	206
27	1	310
27	2	351
27	3	342
27	4	217
27	5	355
27	6	368
27	7	228
27	8	244
27	9	259
27	10	301
27	11	365
27	12	252
27	13	316
27	14	200
27	15	283
27	16	339
27	17	339
27	18	297
27	19	436
27	20	348
27	21	229
27	22	172
27	23	292
27	24	220
27	25	330
27	26	211
27	27	291
27	28	220
27	29	193
27	30	227
28	1	209
28	2	374
28	3	230
28	4	218
28	5	202
28	6	212
28	7	346
28	8	293
28	9	328
28	10	355
28	11	348
28	12	383
28	13	185
28	14	204
28	15	437
28	16	205
28	17	204
28	18	256
28	19	221
28	20	373
28	21	275
28	22	213
28	23	166
28	24	207
28	25	209
28	26	219
28	27	267
28	28	167
28	29	361
28	30	214
29	1	212
29	2	442
29	3	262
29	4	254
29	5	237
29	6	210
29	7	224
29	8	261
29	9	326
29	10	186
29	11	240
29	12	235
29	13	294
29	14	312
29	15	245
29	16	216
29	17	344
29	18	226
29	19	355
29	20	393
29	21	226
29	22	349
29	23	240
29	24	289
29	25	254
29	26	309
29	27	207
29	28	214
29	29	164
29	30	233
30	1	456
30	2	355
30	3	358
30	4	256
30	5	244
30	6	305
30	7	309
30	8	265
30	9	271
30	10	377
30	11	277
30	12	201
30	13	336
30	14	286
30	15	351
30	16	224
30	17	326
30	18	309
30	19	294
30	20	326
30	21	269
30	22	249
30	23	304
30	24	294
30	25	258
30	26	304
30	27	254
30	28	259
30	29	294
30	30	297
31	1	304
31	2	223
31	3	407
31	4	263
31	5	409
31	6	226
31	7	352
31	8	307
31	9	262
31	10	231
31	11	343
31	12	359
31	13	229
31	14	320
31	15	257
31	16	326
31	17	270
31	18	242
31	19	230
31	20	251
31	21	223
31	22	274
31	23	214
31	24	259
31	25	288
31	26	212
31	27	244
31	28	362
31	29	211
31	30	324
32	1	227
32	2	209
32	3	223
32	4	265
32	5	364
32	6	204
32	7	239
32	8	274
32	9	320
32	10	239
32	11	285
32	12	210
32	13	254
32	14	301
32	15	248
32	16	276
32	17	270
32	18	222
32	19	259
32	20	282
32	21	240
32	22	262
32	23	260
32	24	236
32	25	307
32	26	247
32	27	254
32	28	310
32	29	328
32	30	322
33	1	215
33	2	243
33	3	299
33	4	225
33	5	291
33	6	288
33	7	263
33	8	320
33	9	267
33	10	236
33	11	297
33	12	263
33	13	232
33	14	234
33	15	263
33	16	318
33	17	290
33	18	262
33	19	229
33	20	217
33	21	267
33	22	271
33	23	259
33	24	283
33	25	230
33	26	240
33	27	275
33	28	291
33	29	232
33	30	252
34	1	270
34	2	307
34	3	301
34	4	196
34	5	236
34	6	286
34	7	246
34	8	207
34	9	239
34	10	311
34	11	318
34	12	264
34	13	324
34	14	291
34	15	223
34	16	300
34	17	289
34	18	211
34	19	276
34	20	222
34	21	322
34	22	198
34	23	258
34	24	238
34	25	232
34	26	272
34	27	232
34	28	285
34	29	248
34	30	205
35	1	262
35	2	224
35	3	329
35	4	175
35	5	279
35	6	246
35	7	321
35	8	308
35	9	319
35	10	320
35	11	268
35	12	262
35	13	262
35	14	231
35	15	311
35	16	284
35	17	313
35	18	278
35	19	240
35	20	243
35	21	303
35	22	312
35	23	245
35	24	303
35	25	263
35	26	238
35	27	268
35	28	333
35	29	223
35	30	267
36	1	273
36	2	422
36	3	275
36	4	243
36	5	275
36	6	266
36	7	211
36	8	239
36	9	308
36	10	301
36	11	226
36	12	322
36	13	302
36	14	264
36	15	296
36	16	241
36	17	287
36	18	279
36	19	340
36	20	227
36	21	278
36	22	222
36	23	248
36	24	327
36	25	243
36	26	272
36	27	423
36	28	244
36	29	208
36	30	231
37	1	243
37	2	303
37	3	267
37	4	206
37	5	247
37	6	221
37	7	272
37	8	347
37	9	294
37	10	223
37	11	452
37	12	254
37	13	229
37	14	313
37	15	265
37	16	289
37	17	266
37	18	333
37	19	154
37	20	237
37	21	277
37	22	238
37	23	284
37	24	285
37	25	290
37	26	265
37	27	258
37	28	283
37	29	267
37	30	257
38	1	318
38	2	332
38	3	217
38	4	235
38	5	230
38	6	221
38	7	273
38	8	234
38	9	265
38	10	295
38	11	217
38	12	288
38	13	266
38	14	239
38	15	276
38	16	242
38	17	247
38	18	262
38	19	308
38	20	271
38	21	229
38	22	273
38	23	215
38	24	244
38	25	313
38	26	267
38	27	201
38	28	256
38	29	237
38	30	233
39	1	218
39	2	215
39	3	233
39	4	287
39	5	177
39	6	234
39	7	297
39	8	245
39	9	187
39	10	207
39	11	236
39	12	243
39	13	227
39	14	303
39	15	359
39	16	272
