NAME: 	Ayaal_2day_rhand
Completed cycles:	36
Failed cycles:	1
Cycle	Trial	RT	Accuracy
1	1	652	T
1	2	270	T
1	3	224	T
1	4	315	T
1	5	335	T
1	6	178	F
1	7	236	T
1	8	243	T
1	9	258	T
1	10	220	T
1	11	330	T
1	12	356	T
1	13	249	T
1	14	243	T
1	15	235	T
1	16	273	T
1	17	318	T
1	18	261	T
1	19	308	T
1	20	388	T
1	21	219	T
1	22	311	T
1	23	191	T
1	24	450	T
1	25	196	T
1	26	365	T
1	27	206	T
1	28	324	T
1	29	297	T
1	30	355	T
2	1	390	T
2	2	348	T
2	3	283	T
2	4	302	T
2	5	646	T
2	6	372	T
2	7	299	T
2	8	340	T
2	9	307	T
2	10	335	T
2	11	310	T
2	12	275	T
2	13	308	T
2	14	323	T
2	15	327	T
2	16	213	T
2	17	323	T
2	18	317	T
2	19	351	T
2	20	330	T
2	21	235	T
2	22	260	T
2	23	317	T
2	24	264	T
2	25	262	T
2	26	294	T
2	27	318	T
2	28	235	T
2	29	327	T
2	30	281	T
3	1	370	T
3	2	315	T
3	3	320	T
3	4	326	T
3	5	284	T
3	6	434	T
3	7	330	T
3	8	354	T
3	9	218	T
3	10	243	T
3	11	243	T
3	12	293	T
3	13	254	T
3	14	233	T
3	15	268	T
3	16	317	T
3	17	243	T
3	18	397	T
3	19	312	T
3	20	309	T
3	21	222	T
3	22	240	T
3	23	325	T
3	24	330	T
3	25	231	T
3	26	273	T
3	27	271	T
3	28	330	T
3	29	246	T
3	30	270	T
4	1	246	T
4	2	279	T
4	3	330	T
4	4	353	T
4	5	268	T
4	6	312	T
4	7	314	T
4	8	329	T
4	9	231	T
4	10	334	T
4	11	261	T
4	12	233	T
4	13	404	T
4	14	394	T
4	15	243	T
4	16	251	T
4	17	314	T
4	18	256	T
4	19	249	T
4	20	289	T
4	21	212	T
4	22	232	T
4	23	243	T
4	24	196	F
4	25	336	T
4	26	259	T
4	27	346	T
4	28	227	T
4	29	280	T
4	30	285	T
5	1	233	T
5	2	372	T
5	3	322	T
5	4	322	T
5	5	366	T
5	6	317	T
5	7	381	T
5	8	353	T
5	9	343	T
5	10	311	T
5	11	371	T
5	12	308	T
5	13	261	T
5	14	329	T
5	15	359	T
5	16	268	T
5	17	312	T
5	18	261	T
5	19	308	T
5	20	351	T
5	21	201	T
5	22	335	T
5	23	335	T
5	24	368	T
5	25	589	T
5	26	307	T
5	27	273	T
5	28	357	T
5	29	244	T
5	30	299	T
6	1	394	T
6	2	219	T
6	3	246	T
6	4	299	T
6	5	344	T
6	6	214	T
6	7	330	T
6	8	396	T
6	9	332	T
6	10	294	T
6	11	243	T
6	12	341	T
6	13	340	T
6	14	379	T
6	15	232	T
6	16	317	T
6	17	354	T
6	18	300	T
6	19	323	T
6	20	240	T
6	21	295	T
6	22	271	T
6	23	296	T
6	24	302	T
6	25	286	T
6	26	226	T
6	27	264	T
6	28	266	T
6	29	250	T
6	30	213	T
7	1	297	T
7	2	363	T
7	3	330	T
7	4	263	T
7	5	346	T
7	6	262	T
7	7	375	T
7	8	253	F
7	9	353	T
7	10	310	T
7	11	377	T
7	12	298	T
7	13	353	T
7	14	311	T
7	15	443	T
7	16	371	T
7	17	357	T
7	18	0	F
7	19	443	T
7	20	954	T
7	21	245	T
7	22	259	T
7	23	246	T
7	24	332	T
7	25	225	T
