NAME: 	Egor_4day_rhand
Completed cycles:	36
Failed cycles:	1
1	1	406
1	2	372
1	3	375
1	4	347
1	5	215
1	6	297
1	7	224
1	8	191
1	9	375
1	10	230
1	11	469
1	12	386
1	13	209
1	14	248
1	15	348
1	16	309
1	17	251
1	18	312
1	19	307
1	20	285
1	21	253
1	22	399
1	23	322
1	24	217
1	25	218
1	26	189
1	27	355
1	28	221
1	29	304
1	30	323
2	1	284
2	2	395
2	3	309
2	4	394
2	5	268
2	6	327
2	7	376
2	8	426
2	9	343
2	10	191
2	11	200
2	12	271
2	13	203
2	14	254
2	15	402
2	16	248
2	17	240
2	18	303
2	19	513
2	20	341
2	21	365
2	22	322
2	23	239
2	24	356
2	25	638
2	26	300
2	27	271
2	28	317
2	29	253
2	30	183
3	1	394
3	2	257
3	3	271
3	4	430
3	5	303
3	6	356
3	7	356
3	8	304
3	9	287
3	10	317
3	11	293
3	12	384
3	13	258
3	14	240
3	15	257
3	16	231
3	17	283
3	18	241
3	19	308
3	20	236
3	21	247
3	22	238
3	23	248
3	24	374
3	25	286
3	26	227
3	27	245
3	28	368
3	29	665
3	30	316
4	1	276
4	2	396
4	3	289
4	4	183
4	5	367
4	6	390
4	7	307
4	8	208
4	9	317
4	10	391
4	11	302
4	12	461
4	13	340
4	14	332
4	15	350
4	16	285
4	17	238
4	18	238
4	19	255
4	20	310
4	21	300
4	22	308
4	23	403
4	24	396
4	25	262
4	26	262
4	27	243
4	28	560
4	29	313
4	30	264
5	1	202
5	2	322
5	3	518
5	4	286
5	5	198
5	6	326
5	7	362
5	8	273
5	9	367
5	10	246
5	11	331
5	12	265
5	13	269
5	14	378
5	15	226
5	16	374
5	17	222
5	18	223
5	19	309
5	20	246
5	21	458
5	22	232
5	23	423
5	24	240
5	25	231
5	26	460
5	27	223
5	28	266
5	29	388
5	30	282
6	1	284
6	2	204
6	3	408
6	4	244
6	5	529
6	6	463
6	7	242
6	8	222
6	9	394
6	10	295
6	11	320
6	12	220
6	13	381
6	14	220
6	15	295
6	16	268
6	17	244
6	18	209
6	19	253
6	20	303
6	21	293
6	22	214
6	23	217
6	24	512
6	25	446
6	26	255
6	27	346
6	28	245
6	29	334
6	30	371
7	1	579
7	2	424
7	3	348
7	4	340
7	5	220
7	6	492
7	7	703
7	8	482
7	9	361
7	10	195
7	11	382
7	12	212
7	13	313
7	14	218
7	15	240
7	16	360
7	17	378
7	18	265
7	19	232
7	20	294
7	21	233
7	22	280
7	23	404
7	24	194
7	25	337
7	26	236
7	27	218
7	28	323
7	29	203
7	30	225
8	1	408
8	2	388
8	3	350
8	4	251
8	5	423
8	6	286
8	7	330
8	8	216
8	9	411
8	10	524
8	11	291
8	12	375
8	13	275
8	14	386
8	15	262
8	16	278
8	17	336
8	18	441
8	19	339
8	20	229
8	21	261
8	22	334
8	23	387
8	24	169
8	25	320
8	26	379
8	27	382
8	28	239
8	29	233
8	30	234
9	1	237
9	2	287
9	3	381
9	4	238
9	5	311
9	6	198
9	7	248
9	8	221
9	9	316
9	10	466
9	11	293
9	12	241
9	13	478
9	14	294
9	15	411
9	16	265
9	17	421
9	18	233
9	19	194
9	20	319
9	21	447
9	22	324
9	23	340
9	24	212
9	25	372
9	26	409
9	27	203
9	28	340
9	29	216
9	30	243
10	1	371
10	2	231
10	3	221
10	4	338
10	5	222
10	6	265
10	7	370
10	8	411
10	9	420
10	10	217
10	11	277
10	12	239
10	13	257
10	14	346
10	15	511
10	16	330
10	17	210
10	18	232
10	19	237
10	20	229
10	21	247
10	22	293
10	23	260
10	24	242
10	25	321
10	26	257
10	27	347
10	28	232
10	29	346
10	30	237
11	1	311
11	2	679
11	3	315
11	4	225
11	5	320
11	6	220
11	7	308
11	8	354
11	9	282
11	10	327
11	11	212
11	12	276
11	13	430
11	14	371
11	15	275
11	16	259
11	17	332
11	18	270
11	19	329
11	20	210
11	21	301
11	22	337
11	23	355
11	24	238
11	25	299
11	26	364
11	27	229
11	28	223
11	29	217
11	30	250
12	1	257
12	2	213
12	3	337
12	4	414
12	5	235
12	6	229
12	7	342
12	8	369
12	9	379
12	10	256
12	11	204
12	12	298
12	13	258
12	14	318
12	15	219
12	16	227
12	17	236
12	18	292
12	19	227
12	20	246
12	21	233
12	22	400
12	23	427
12	24	312
12	25	377
12	26	300
12	27	303
12	28	408
12	29	374
12	30	333
13	1	694
13	2	411
13	3	254
13	4	233
13	5	317
13	6	255
13	7	458
13	8	265
13	9	383
13	10	407
13	11	252
13	12	236
13	13	374
13	14	326
13	15	240
13	16	373
13	17	377
13	18	254
13	19	186
13	20	258
13	21	341
13	22	242
13	23	359
13	24	353
13	25	410
13	26	352
13	27	363
13	28	390
13	29	374
13	30	275
14	1	269
14	2	341
14	3	327
14	4	271
14	5	252
14	6	356
14	7	359
14	8	334
14	9	395
14	10	357
14	11	335
14	12	379
14	13	337
14	14	288
14	15	238
14	16	315
14	17	300
14	18	360
14	19	230
14	20	257
14	21	227
14	22	242
14	23	306
14	24	243
14	25	384
14	26	337
14	27	321
14	28	344
14	29	274
14	30	369
15	1	441
15	2	229
15	3	235
15	4	276
15	5	389
15	6	219
15	7	285
15	8	389
15	9	294
15	10	325
15	11	223
15	12	271
15	13	319
15	14	286
15	15	223
15	16	313
15	17	240
15	18	272
15	19	229
15	20	285
15	21	399
15	22	249
15	23	350
15	24	306
15	25	239
15	26	307
15	27	253
15	28	213
15	29	300
15	30	213
16	1	295
16	2	233
16	3	448
16	4	274
16	5	381
16	6	387
16	7	258
16	8	257
16	9	300
16	10	206
16	11	441
16	12	317
16	13	316
16	14	279
16	15	234
16	16	295
16	17	251
16	18	318
16	19	332
16	20	240
16	21	321
16	22	300
16	23	332
16	24	336
16	25	287
16	26	311
16	27	208
16	28	215
16	29	317
16	30	344
17	1	286
17	2	204
17	3	302
17	4	173
17	5	272
17	6	308
17	7	378
17	8	352
17	9	273
17	10	246
17	11	393
17	12	353
17	13	318
17	14	222
17	15	239
17	16	225
17	17	305
17	18	384
17	19	215
17	20	239
17	21	395
17	22	364
17	23	272
17	24	355
17	25	402
17	26	307
17	27	313
17	28	330
17	29	339
17	30	200
18	1	315
18	2	269
18	3	311
18	4	377
18	5	231
18	6	348
18	7	230
18	8	326
18	9	243
18	10	222
18	11	263
18	12	246
18	13	319
18	14	234
18	15	308
18	16	409
18	17	283
18	18	400
18	19	253
18	20	241
18	21	424
18	22	495
18	23	355
18	24	356
18	25	438
18	26	340
18	27	204
18	28	315
18	29	297
18	30	241
19	1	291
19	2	382
19	3	325
19	4	402
19	5	380
19	6	273
19	7	248
19	8	449
19	9	230
19	10	286
19	11	208
19	12	437
19	13	676
19	14	354
19	15	290
19	16	237
19	17	241
19	18	383
19	19	320
19	20	227
19	21	352
19	22	309
19	23	403
19	24	241
19	25	217
19	26	394
19	27	302
19	28	251
19	29	222
19	30	337
20	1	444
20	2	396
20	3	353
20	4	471
20	5	222
20	6	362
20	7	390
20	8	229
20	9	221
20	10	363
20	11	244
20	12	260
20	13	355
20	14	392
20	15	306
20	16	196
20	17	331
20	18	296
20	19	255
20	20	208
20	21	305
20	22	258
20	23	229
20	24	332
20	25	339
20	26	231
20	27	302
20	28	327
20	29	229
20	30	295
21	1	289
21	2	395
21	3	366
21	4	302
21	5	212
21	6	297
21	7	362
21	8	303
21	9	416
21	10	425
21	11	370
21	12	352
21	13	263
21	14	437
21	15	304
21	16	254
21	17	299
21	18	249
21	19	304
21	20	372
21	21	228
21	22	285
21	23	267
21	24	434
21	25	393
21	26	251
21	27	270
21	28	398
21	29	377
21	30	445
22	1	400
22	2	284
22	3	414
22	4	374
22	5	267
22	6	342
22	7	321
22	8	222
22	9	268
22	10	358
22	11	430
22	12	362
22	13	539
22	14	257
22	15	732
22	16	416
22	17	341
22	18	342
22	19	338
22	20	239
22	21	362
22	22	434
22	23	266
22	24	291
22	25	314
22	26	387
22	27	467
22	28	255
22	29	380
22	30	444
23	1	482
23	2	335
23	3	234
23	4	205
23	5	316
23	6	236
23	7	356
23	8	186
23	9	214
23	10	299
23	11	324
23	12	250
23	13	231
23	14	277
23	15	420
23	16	438
23	17	351
23	18	316
23	19	244
23	20	227
23	21	321
23	22	386
23	23	335
23	24	291
23	25	277
23	26	261
23	27	581
23	28	219
23	29	619
23	30	487
24	1	307
24	2	363
24	3	238
24	4	361
24	5	224
24	6	280
24	7	247
24	8	315
24	9	321
24	10	270
24	11	235
24	12	298
24	13	458
24	14	268
24	15	373
24	16	307
24	17	356
24	18	311
24	19	224
24	20	295
24	21	259
24	22	249
24	23	292
24	24	430
24	25	310
24	26	386
24	27	216
24	28	318
24	29	298
24	30	400
25	1	454
25	2	267
25	3	215
25	4	347
25	5	247
25	6	319
25	7	376
25	8	243
25	9	470
25	10	336
25	11	311
25	12	348
25	13	394
25	14	269
25	15	177
25	16	341
25	17	368
25	18	245
25	19	300
25	20	339
25	21	258
25	22	289
25	23	322
25	24	255
25	25	345
25	26	232
25	27	214
25	28	259
25	29	351
25	30	383
26	1	340
26	2	259
26	3	191
26	4	353
26	5	367
26	6	239
26	7	311
26	8	330
26	9	374
26	10	230
26	11	326
26	12	240
26	13	261
26	14	378
26	15	411
26	16	353
26	17	395
26	18	228
26	19	375
26	20	389
26	21	319
26	22	187
26	23	294
26	24	397
26	25	426
26	26	236
26	27	260
26	28	351
26	29	368
26	30	238
27	1	395
27	2	324
27	3	269
27	4	296
27	5	310
27	6	274
27	7	223
27	8	289
27	9	269
27	10	403
27	11	262
27	12	336
27	13	269
27	14	252
27	15	381
27	16	266
27	17	251
27	18	302
27	19	461
27	20	375
27	21	398
27	22	359
27	23	345
27	24	303
27	25	265
27	26	409
27	27	364
27	28	309
27	29	376
27	30	399
28	1	350
28	2	532
28	3	449
28	4	323
28	5	239
28	6	434
28	7	242
28	8	226
28	9	339
28	10	279
28	11	328
28	12	338
28	13	447
28	14	267
28	15	220
28	16	288
28	17	372
28	18	481
28	19	234
28	20	366
28	21	389
28	22	317
28	23	378
28	24	297
28	25	483
28	26	433
28	27	318
28	28	390
28	29	272
28	30	350
29	1	409
29	2	500
29	3	325
29	4	232
29	5	270
29	6	256
29	7	332
29	8	449
29	9	474
29	10	297
29	11	266
29	12	360
29	13	214
29	14	371
29	15	292
29	16	348
29	17	254
29	18	388
29	19	256
29	20	361
29	21	264
29	22	281
29	23	304
29	24	338
29	25	311
29	26	239
29	27	340
29	28	469
29	29	279
29	30	263
30	1	277
30	2	255
30	3	333
30	4	382
30	5	368
30	6	249
30	7	223
30	8	358
30	9	396
30	10	328
30	11	430
30	12	325
30	13	377
30	14	418
30	15	349
30	16	241
30	17	335
30	18	283
30	19	251
30	20	343
30	21	356
30	22	270
30	23	893
30	24	205
30	25	241
30	26	279
30	27	210
30	28	229
30	29	425
30	30	249
31	1	422
31	2	387
31	3	335
31	4	386
31	5	280
31	6	302
31	7	246
31	8	245
31	9	368
31	10	254
31	11	247
31	12	352
31	13	244
31	14	414
31	15	348
31	16	242
31	17	261
31	18	318
31	19	227
31	20	370
31	21	269
31	22	389
31	23	264
31	24	226
31	25	291
31	26	284
31	27	233
31	28	235
31	29	365
31	30	261
32	1	536
32	2	329
32	3	295
32	4	315
32	5	392
32	6	331
32	7	238
32	8	399
32	9	407
32	10	320
32	11	402
32	12	302
32	13	267
32	14	179
32	15	352
32	16	372
32	17	386
32	18	247
32	19	381
32	20	395
32	21	221
32	22	278
32	23	427
32	24	383
32	25	273
32	26	472
32	27	334
32	28	288
32	29	221
32	30	243
33	1	309
33	2	250
33	3	339
33	4	309
33	5	402
33	6	257
33	7	320
33	8	281
33	9	280
33	10	340
33	11	244
33	12	435
33	13	468
33	14	337
33	15	236
33	16	359
33	17	392
33	18	265
33	19	359
33	20	363
33	21	361
33	22	363
33	23	308
33	24	222
33	25	307
33	26	200
33	27	282
33	28	291
33	29	370
33	30	230
34	1	297
34	2	266
34	3	350
34	4	425
34	5	471
34	6	236
34	7	199
34	8	300
34	9	315
34	10	353
34	11	233
34	12	294
34	13	306
34	14	248
34	15	271
34	16	177
34	17	346
34	18	362
34	19	265
34	20	336
34	21	341
34	22	311
34	23	185
34	24	285
34	25	208
34	26	340
34	27	354
34	28	451
34	29	192
34	30	306
35	1	212
35	2	256
35	3	253
35	4	348
35	5	323
35	6	398
35	7	319
35	8	450
35	9	436
35	10	342
35	11	253
35	12	195
35	13	348
35	14	265
35	15	292
35	16	173
35	17	264
35	18	315
35	19	254
35	20	258
35	21	363
35	22	313
35	23	396
35	24	237
35	25	210
35	26	347
35	27	235
35	28	225
35	29	226
35	30	332
36	1	238
36	2	348
36	3	433
36	4	241
36	5	289
36	6	274
36	7	255
36	8	281
36	9	287
36	10	217
36	11	332
36	12	505
36	13	226
36	14	311
36	15	321
36	16	383
36	17	240
36	18	233
36	19	225
36	20	336
36	21	229
36	22	317
36	23	227
36	24	251
36	25	308
36	26	447
36	27	315
36	28	231
36	29	15
36	30	425
37	1	366
37	2	228
37	3	262
37	4	354
37	5	329
