NAME: 	AlexandraP_3day_lhand
Completed cycles:	32
Failed cycles:	1
1	1	810
1	2	472
1	3	367
1	4	415
1	5	461
1	6	440
1	7	444
1	8	473
1	9	395
1	10	431
1	11	422
1	12	383
1	13	396
1	14	453
1	15	359
1	16	403
1	17	418
1	18	391
1	19	344
1	20	472
1	21	345
1	22	451
1	23	405
1	24	448
1	25	465
1	26	413
1	27	377
1	28	366
1	29	375
1	30	400
2	1	328
2	2	379
2	3	379
2	4	389
2	5	409
2	6	400
2	7	378
2	8	365
2	9	409
2	10	384
2	11	345
2	12	337
2	13	358
2	14	395
2	15	378
2	16	365
2	17	394
2	18	439
2	19	416
2	20	384
2	21	408
2	22	475
2	23	425
2	24	441
2	25	383
2	26	358
2	27	420
2	28	364
2	29	359
2	30	366
3	1	426
3	2	416
3	3	327
3	4	382
3	5	470
3	6	382
3	7	389
3	8	392
3	9	424
3	10	456
3	11	382
3	12	431
3	13	328
3	14	394
3	15	399
3	16	319
3	17	416
3	18	490
3	19	393
3	20	457
3	21	392
3	22	361
3	23	512
3	24	440
3	25	392
3	26	315
3	27	548
3	28	359
3	29	392
3	30	407
4	1	372
4	2	404
4	3	328
4	4	424
4	5	355
4	6	363
4	7	374
4	8	455
4	9	384
4	10	344
4	11	614
4	12	435
4	13	421
4	14	413
4	15	464
4	16	350
4	17	377
4	18	425
4	19	517
4	20	384
4	21	369
4	22	429
4	23	371
4	24	401
4	25	340
4	26	419
4	27	334
4	28	369
4	29	350
4	30	378
5	1	484
5	2	441
5	3	460
5	4	369
5	5	355
5	6	421
5	7	458
5	8	387
5	9	368
5	10	350
5	11	368
5	12	393
5	13	389
5	14	380
5	15	453
5	16	309
5	17	372
5	18	298
5	19	383
5	20	319
5	21	338
5	22	361
5	23	350
5	24	509
5	25	342
5	26	399
5	27	368
5	28	336
5	29	443
5	30	348
6	1	438
6	2	424
6	3	485
6	4	473
6	5	327
6	6	420
6	7	411
6	8	369
6	9	369
6	10	342
6	11	360
6	12	367
6	13	467
6	14	406
6	15	421
6	16	407
6	17	471
6	18	366
6	19	431
6	20	530
6	21	412
6	22	428
6	23	393
6	24	454
6	25	370
6	26	419
6	27	434
6	28	349
6	29	396
6	30	481
7	1	407
7	2	388
7	3	405
7	4	354
7	5	433
7	6	371
7	7	364
7	8	430
7	9	413
7	10	386
7	11	386
7	12	384
7	13	438
7	14	437
7	15	351
7	16	467
7	17	590
7	18	472
7	19	461
7	20	403
7	21	393
7	22	332
7	23	425
7	24	419
7	25	473
7	26	778
7	27	392
7	28	519
7	29	411
7	30	387
8	1	384
8	2	432
8	3	457
8	4	532
8	5	359
8	6	689
8	7	429
8	8	1002
8	9	396
8	10	453
8	11	326
8	12	360
8	13	434
8	14	348
8	15	373
8	16	386
8	17	476
8	18	444
8	19	404
8	20	261
8	21	379
8	22	332
8	23	388
8	24	439
8	25	287
8	26	351
8	27	352
8	28	395
8	29	405
8	30	299
9	1	394
9	2	313
9	3	354
9	4	453
9	5	315
9	6	420
9	7	319
9	8	332
9	9	388
9	10	466
9	11	338
9	12	561
9	13	319
9	14	363
9	15	355
9	16	348
9	17	326
9	18	388
9	19	384
9	20	392
9	21	339
9	22	452
9	23	392
9	24	383
9	25	358
9	26	330
9	27	381
9	28	349
9	29	444
9	30	414
10	1	336
10	2	368
10	3	411
10	4	398
10	5	594
10	6	371
10	7	394
10	8	421
10	9	334
10	10	346
10	11	647
10	12	359
10	13	440
10	14	407
10	15	359
10	16	357
10	17	467
10	18	402
10	19	469
10	20	432
10	21	378
10	22	463
10	23	330
10	24	431
10	25	317
10	26	398
10	27	310
10	28	402
