NAME: 	Egor_4day_lhand
Completed cycles:	35
Failed cycles:	1
29	29	424
29	30	409
30	1	346
30	2	215
30	3	386
30	4	373
30	5	241
30	6	386
30	7	350
30	8	457
30	9	268
30	10	342
30	11	363
30	12	353
30	13	484
30	14	402
30	15	353
30	16	354
30	17	294
30	18	290
30	19	280
30	20	317
30	21	274
30	22	283
30	23	295
30	24	450
30	25	302
30	26	340
30	27	412
30	28	415
30	29	316
30	30	371
31	1	451
31	2	460
31	3	326
31	4	298
31	5	337
31	6	249
31	7	337
31	8	253
31	9	771
31	10	405
31	11	266
31	12	325
31	13	458
31	14	307
31	15	383
31	16	358
31	17	569
31	18	296
31	19	298
31	20	362
31	21	356
31	22	361
31	23	423
31	24	238
31	25	229
31	26	313
31	27	291
31	28	339
31	29	181
31	30	360
32	1	286
32	2	330
32	3	236
32	4	271
32	5	257
32	6	306
32	7	408
32	8	206
32	9	339
32	10	230
32	11	272
32	12	255
32	13	330
32	14	206
32	15	353
32	16	407
32	17	600
32	18	286
32	19	625
32	20	216
32	21	775
32	22	833
32	23	311
32	24	360
32	25	386
32	26	260
32	27	206
32	28	252
32	29	304
32	30	350
33	1	320
33	2	435
33	3	472
33	4	317
33	5	185
33	6	220
33	7	247
33	8	272
33	9	237
33	10	254
33	11	182
33	12	256
33	13	341
33	14	271
33	15	202
33	16	262
33	17	276
33	18	256
33	19	183
33	20	252
33	21	432
33	22	205
33	23	190
33	24	243
33	25	198
33	26	490
33	27	328
33	28	365
33	29	334
33	30	207
34	1	409
34	2	246
34	3	215
34	4	352
34	5	253
34	6	306
34	7	262
34	8	256
34	9	377
34	10	185
34	11	268
34	12	369
34	13	113
34	14	222
34	15	344
34	16	277
34	17	258
34	18	291
34	19	333
34	20	224
34	21	362
34	22	356
34	23	324
34	24	294
34	25	290
34	26	323
34	27	489
34	28	355
34	29	1025
34	30	435
35	1	260
35	2	220
35	3	177
35	4	378
35	5	273
35	6	306
35	7	345
35	8	408
35	9	308
35	10	214
35	11	345
35	12	380
35	13	281
35	14	242
35	15	568
35	16	469
35	17	248
35	18	292
35	19	270
35	20	343
35	21	233
35	22	435
35	23	353
35	24	507
35	25	345
35	26	288
35	27	334
35	28	198
35	29	483
35	30	357
36	1	358
36	2	309
36	3	261
36	4	411
36	5	271
36	6	624
36	7	261
36	8	295
36	9	405
36	10	264
36	11	269
36	12	475
36	13	176
36	14	349
36	15	204
36	16	209
