NAME: 	Alexandra_2day_lhand
Completed cycles:	34
Failed cycles:	1
6	13	337
6	14	434
6	15	291
6	16	243
6	17	262
6	18	263
6	19	292
6	20	308
6	21	278
6	22	269
6	23	330
6	24	277
6	25	311
6	26	282
6	27	322
6	28	340
6	29	254
6	30	248
7	1	288
7	2	277
7	3	258
7	4	494
7	5	348
7	6	387
7	7	254
7	8	272
7	9	278
7	10	305
7	11	290
7	12	284
7	13	310
7	14	295
7	15	382
7	16	292
7	17	299
7	18	298
7	19	277
7	20	314
7	21	304
7	22	262
7	23	286
7	24	347
7	25	376
7	26	308
7	27	286
7	28	355
7	29	351
7	30	334
8	1	388
8	2	363
8	3	299
8	4	372
8	5	336
8	6	313
8	7	444
8	8	317
8	9	307
8	10	327
8	11	248
8	12	294
8	13	314
8	14	445
8	15	408
8	16	339
8	17	290
8	18	364
8	19	304
8	20	332
8	21	294
8	22	339
8	23	313
8	24	311
8	25	323
8	26	293
8	27	307
8	28	358
8	29	295
8	30	288
9	1	335
9	2	285
9	3	358
9	4	329
9	5	377
9	6	264
9	7	344
9	8	358
9	9	314
9	10	344
9	11	349
9	12	333
9	13	291
9	14	267
9	15	342
9	16	378
9	17	312
9	18	338
9	19	292
9	20	330
9	21	456
9	22	344
9	23	263
9	24	279
9	25	243
9	26	273
9	27	305
9	28	310
9	29	290
9	30	334
10	1	351
10	2	305
10	3	277
10	4	311
10	5	360
10	6	326
10	7	323
10	8	294
10	9	266
10	10	341
10	11	276
10	12	264
10	13	310
10	14	274
10	15	306
10	16	354
10	17	277
10	18	267
10	19	330
10	20	347
10	21	419
10	22	367
10	23	271
10	24	267
10	25	259
10	26	293
10	27	244
10	28	317
10	29	396
10	30	333
11	1	343
11	2	395
11	3	289
11	4	375
11	5	342
11	6	268
11	7	285
11	8	278
11	9	272
11	10	266
11	11	403
11	12	365
11	13	405
11	14	317
11	15	359
11	16	308
11	17	241
11	18	278
11	19	368
11	20	307
11	21	325
11	22	296
11	23	361
11	24	302
11	25	352
11	26	537
11	27	342
11	28	293
11	29	353
11	30	340
12	1	295
12	2	366
12	3	269
12	4	337
12	5	345
12	6	291
12	7	308
12	8	380
12	9	312
12	10	391
12	11	295
12	12	331
12	13	301
12	14	366
12	15	417
12	16	297
12	17	320
12	18	297
12	19	312
12	20	332
12	21	277
12	22	341
12	23	391
12	24	291
12	25	269
12	26	427
12	27	360
12	28	316
12	29	288
12	30	508
13	1	400
13	2	295
13	3	543
13	4	554
13	5	309
13	6	375
13	7	281
13	8	404
13	9	331
13	10	379
13	11	313
13	12	371
13	13	343
13	14	282
13	15	375
13	16	374
13	17	397
13	18	375
13	19	341
13	20	348
13	21	298
13	22	282
13	23	292
13	24	314
13	25	322
13	26	240
13	27	325
13	28	266
13	29	333
13	30	318
14	1	314
14	2	248
14	3	332
14	4	347
14	5	331
14	6	296
14	7	278
14	8	298
14	9	341
14	10	333
14	11	337
14	12	315
14	13	327
14	14	325
14	15	310
14	16	298
14	17	358
14	18	333
14	19	406
14	20	353
14	21	320
14	22	300
14	23	365
14	24	355
14	25	308
14	26	416
14	27	321
14	28	351
14	29	452
14	30	366
15	1	343
15	2	403
15	3	526
15	4	324
15	5	361
15	6	357
15	7	358
15	8	323
15	9	278
15	10	336
15	11	285
15	12	319
15	13	309
15	14	324
15	15	334
15	16	281
15	17	290
15	18	297
15	19	381
15	20	379
15	21	329
15	22	347
15	23	382
15	24	383
15	25	371
15	26	318
15	27	355
15	28	466
15	29	328
15	30	434
16	1	371
16	2	353
16	3	368
16	4	354
16	5	311
16	6	290
16	7	418
16	8	321
16	9	383
16	10	359
16	11	310
16	12	273
16	13	253
16	14	305
16	15	438
16	16	325
16	17	246
16	18	461
16	19	294
16	20	291
16	21	442
16	22	377
16	23	398
16	24	300
16	25	290
16	26	299
16	27	325
16	28	329
16	29	363
16	30	326
17	1	280
17	2	302
17	3	415
17	4	328
17	5	421
17	6	364
17	7	318
17	8	388
17	9	341
17	10	269
17	11	304
17	12	272
17	13	354
17	14	256
17	15	274
17	16	265
17	17	304
17	18	377
17	19	326
17	20	337
17	21	347
17	22	288
17	23	421
17	24	248
17	25	295
17	26	287
17	27	294
17	28	307
17	29	313
17	30	317
18	1	367
18	2	507
18	3	443
18	4	320
18	5	405
18	6	260
18	7	359
18	8	375
18	9	305
18	10	444
18	11	328
18	12	265
18	13	438
18	14	436
18	15	308
18	16	278
18	17	328
18	18	351
18	19	212
18	20	284
18	21	456
18	22	366
18	23	264
18	24	268
18	25	394
18	26	336
18	27	348
18	28	342
18	29	400
18	30	307
19	1	367
19	2	275
19	3	386
19	4	327
19	5	353
19	6	283
19	7	281
19	8	382
19	9	312
19	10	362
19	11	304
19	12	355
19	13	281
19	14	270
19	15	264
19	16	396
19	17	301
19	18	391
19	19	442
19	20	275
19	21	331
19	22	310
19	23	351
19	24	382
19	25	424
19	26	315
19	27	327
19	28	292
19	29	312
19	30	345
20	1	327
20	2	480
20	3	317
20	4	354
20	5	420
20	6	356
20	7	308
20	8	277
20	9	382
20	10	322
20	11	280
20	12	368
20	13	347
20	14	389
20	15	259
20	16	282
20	17	371
20	18	290
20	19	293
20	20	349
20	21	378
20	22	355
20	23	323
20	24	369
20	25	327
20	26	436
20	27	372
20	28	301
20	29	295
20	30	320
21	1	550
21	2	339
21	3	483
21	4	473
21	5	284
21	6	321
21	7	465
21	8	381
21	9	335
21	10	268
21	11	264
21	12	382
21	13	363
21	14	351
21	15	288
21	16	244
21	17	392
21	18	311
21	19	371
21	20	390
21	21	311
21	22	412
21	23	300
21	24	355
21	25	518
21	26	393
21	27	260
21	28	319
21	29	396
21	30	453
22	1	323
22	2	390
22	3	336
22	4	320
22	5	343
22	6	304
22	7	319
22	8	289
22	9	289
22	10	267
22	11	364
22	12	322
22	13	321
22	14	405
22	15	304
22	16	265
22	17	336
22	18	373
22	19	472
22	20	332
22	21	344
22	22	353
22	23	417
22	24	357
22	25	311
22	26	359
22	27	304
22	28	323
22	29	314
22	30	333
23	1	257
23	2	298
23	3	311
23	4	304
23	5	328
23	6	374
23	7	428
23	8	298
23	9	362
23	10	293
23	11	347
23	12	317
23	13	287
23	14	256
23	15	301
23	16	362
23	17	364
23	18	292
23	19	332
23	20	371
23	21	494
23	22	314
23	23	417
23	24	342
23	25	312
23	26	356
23	27	366
23	28	329
23	29	344
23	30	469
24	1	425
24	2	307
24	3	305
24	4	324
24	5	293
24	6	329
24	7	253
24	8	286
24	9	398
24	10	324
24	11	293
24	12	505
24	13	267
24	14	381
24	15	305
24	16	447
24	17	296
24	18	291
24	19	368
24	20	410
24	21	308
24	22	357
24	23	315
24	24	289
24	25	291
24	26	322
24	27	386
24	28	360
24	29	326
24	30	316
25	1	356
25	2	330
25	3	391
25	4	469
25	5	355
25	6	274
25	7	495
25	8	295
25	9	480
25	10	353
25	11	413
25	12	450
25	13	369
25	14	277
25	15	301
25	16	319
25	17	403
25	18	358
25	19	342
25	20	493
25	21	531
25	22	298
25	23	390
25	24	438
25	25	282
25	26	320
25	27	413
25	28	292
25	29	391
25	30	376
26	1	358
26	2	367
26	3	274
26	4	270
26	5	386
26	6	267
26	7	279
26	8	299
26	9	609
26	10	511
26	11	287
26	12	370
26	13	274
26	14	295
26	15	269
26	16	282
26	17	295
26	18	345
26	19	303
26	20	397
26	21	390
26	22	320
26	23	419
26	24	319
26	25	321
26	26	438
26	27	354
26	28	387
26	29	311
26	30	298
27	1	390
27	2	302
27	3	277
27	4	233
27	5	269
27	6	323
27	7	295
27	8	391
27	9	311
27	10	265
27	11	370
27	12	452
27	13	325
27	14	320
27	15	432
27	16	521
27	17	307
27	18	284
27	19	394
27	20	375
27	21	322
27	22	432
27	23	325
27	24	574
27	25	434
27	26	399
27	27	285
27	28	388
27	29	320
27	30	305
28	1	282
28	2	494
28	3	469
28	4	396
28	5	275
28	6	286
28	7	298
28	8	485
28	9	396
28	10	306
28	11	512
28	12	384
28	13	348
28	14	403
28	15	266
28	16	236
28	17	236
28	18	312
28	19	275
28	20	335
28	21	223
28	22	288
28	23	264
28	24	354
28	25	281
28	26	321
28	27	303
28	28	275
28	29	374
28	30	335
29	1	444
29	2	499
29	3	326
29	4	304
29	5	297
29	6	337
29	7	349
29	8	316
29	9	433
29	10	280
29	11	345
29	12	314
29	13	337
29	14	391
29	15	319
29	16	266
29	17	408
29	18	475
29	19	335
29	20	343
29	21	363
29	22	339
29	23	327
29	24	399
29	25	317
29	26	341
29	27	304
29	28	291
29	29	447
29	30	402
30	1	316
30	2	447
30	3	335
30	4	428
30	5	497
30	6	418
30	7	300
30	8	300
30	9	394
30	10	360
30	11	390
30	12	277
30	13	314
30	14	311
30	15	297
30	16	332
30	17	331
30	18	369
30	19	439
30	20	322
30	21	382
30	22	413
30	23	296
30	24	350
30	25	443
30	26	348
30	27	307
30	28	423
30	29	377
30	30	523
31	1	338
31	2	562
31	3	430
31	4	426
31	5	353
31	6	320
31	7	273
31	8	373
31	9	470
31	10	302
31	11	434
31	12	361
31	13	318
31	14	409
31	15	370
31	16	302
31	17	279
31	18	408
31	19	454
31	20	368
31	21	362
31	22	408
31	23	369
31	24	281
31	25	559
31	26	387
31	27	328
31	28	427
31	29	390
31	30	262
32	1	295
32	2	285
32	3	282
32	4	381
32	5	368
32	6	345
32	7	310
32	8	339
32	9	350
32	10	285
32	11	229
32	12	327
32	13	316
32	14	289
32	15	251
32	16	305
32	17	544
32	18	384
32	19	311
32	20	688
32	21	383
32	22	312
32	23	330
32	24	470
32	25	400
32	26	285
32	27	354
32	28	504
32	29	682
32	30	549
33	1	477
33	2	325
33	3	441
33	4	337
33	5	319
33	6	300
33	7	243
33	8	259
33	9	343
33	10	268
33	11	388
33	12	232
33	13	375
33	14	296
33	15	355
33	16	390
33	17	401
33	18	326
33	19	538
33	20	480
33	21	419
33	22	326
33	23	270
33	24	336
33	25	310
33	26	277
33	27	363
33	28	375
33	29	348
33	30	460
34	1	434
34	2	346
34	3	484
34	4	290
34	5	337
34	6	311
34	7	365
34	8	279
34	9	442
34	10	393
34	11	243
34	12	407
34	13	432
34	14	332
34	15	345
34	16	301
34	17	265
34	18	294
34	19	417
34	20	271
34	21	334
34	22	355
34	23	446
34	24	433
34	25	361
34	26	327
34	27	379
34	28	361
34	29	329
34	30	499
35	1	537
35	2	853
35	3	358
35	4	344
35	5	357
35	6	525
35	7	389
35	8	365
35	9	353
35	10	315
35	11	371
35	12	316
35	13	344
35	14	370
35	15	347
35	16	359
35	17	353
35	18	382
35	19	297
35	20	338
35	21	583
35	22	305
35	23	295
35	24	378
35	25	431
35	26	425
35	27	478
35	28	329
