NAME: 	ElenaVo_1day_rhand
Completed cycles:	38
Failed cycles:	1
Cycle	Trial	RT	Accuracy
1	1	926	T
1	2	375	T
1	3	329	T
1	4	340	T
1	5	289	T
1	6	298	T
1	7	300	T
1	8	371	T
1	9	268	T
1	10	298	T
1	11	332	T
1	12	378	T
1	13	367	T
1	14	294	T
1	15	375	T
1	16	350	T
1	17	269	T
1	18	310	T
1	19	312	T
1	20	640	T
1	21	292	T
1	22	357	T
1	23	311	T
1	24	365	T
1	25	301	T
1	26	306	T
1	27	335	T
1	28	321	T
1	29	306	T
1	30	308	T
2	1	307	T
2	2	425	T
2	3	306	T
2	4	274	T
2	5	232	T
2	6	247	T
2	7	276	T
2	8	247	T
2	9	309	T
2	10	339	T
2	11	272	T
2	12	342	T
2	13	271	T
2	14	267	T
2	15	261	T
2	16	255	T
2	17	273	T
2	18	365	T
2	19	207	F
2	20	285	T
2	21	301	T
2	22	281	T
2	23	304	T
2	24	291	T
2	25	297	T
2	26	290	T
2	27	261	T
2	28	252	T
2	29	265	T
2	30	338	T
3	1	314	T
3	2	319	T
3	3	271	T
3	4	278	T
3	5	314	T
3	6	252	T
3	7	305	T
3	8	323	T
3	9	262	T
3	10	282	T
3	11	305	T
3	12	234	T
3	13	308	T
3	14	314	T
3	15	277	T
3	16	261	T
3	17	284	T
3	18	351	T
3	19	259	T
3	20	296	T
3	21	222	T
3	22	273	T
3	23	335	T
3	24	280	T
3	25	251	T
3	26	509	T
3	27	288	T
3	28	245	T
3	29	263	T
3	30	277	T
4	1	269	T
4	2	260	T
4	3	271	T
4	4	360	T
4	5	213	T
4	6	275	T
4	7	233	T
4	8	288	T
4	9	288	T
4	10	262	T
4	11	236	T
4	12	304	T
4	13	262	T
4	14	332	T
4	15	297	T
4	16	278	T
4	17	250	T
4	18	349	T
4	19	289	T
4	20	290	T
4	21	295	T
4	22	228	T
4	23	263	T
4	24	294	T
4	25	280	T
4	26	263	T
4	27	293	T
4	28	583	T
4	29	319	T
4	30	328	T
5	1	296	T
5	2	345	T
5	3	241	T
5	4	271	T
5	5	276	T
5	6	312	T
5	7	294	T
5	8	291	T
5	9	320	T
5	10	304	T
5	11	252	T
5	12	319	T
5	13	246	T
5	14	301	T
5	15	297	T
5	16	297	T
5	17	330	T
5	18	288	T
5	19	284	T
5	20	293	T
5	21	286	T
5	22	268	T
5	23	264	T
5	24	288	T
5	25	211	T
5	26	236	T
5	27	303	T
5	28	272	T
5	29	273	T
5	30	294	T
6	1	274	T
6	2	289	F
6	3	275	T
6	4	320	T
6	5	269	T
6	6	251	T
6	7	274	T
6	8	277	T
6	9	286	T
6	10	340	F
6	11	290	T
6	12	287	T
6	13	227	T
6	14	258	T
6	15	344	T
6	16	290	T
6	17	312	T
6	18	283	T
6	19	302	T
6	20	265	T
6	21	308	T
6	22	311	T
6	23	275	T
6	24	312	T
6	25	306	T
6	26	327	T
6	27	259	T
6	28	332	T
6	29	327	T
6	30	320	T
