NAME: 	Arina_4day_lhand
Completed cycles:	37
Failed cycles:	1
Cycle	Trial	RT	Accuracy
18	25	270	T
18	26	237	T
18	27	200	T
18	28	422	T
18	29	227	T
18	30	430	T
19	1	257	F
19	2	247	T
19	3	361	T
19	4	351	T
19	5	183	F
19	6	246	T
19	7	234	T
19	8	304	T
19	9	225	T
19	10	229	T
19	11	327	T
19	12	291	T
19	13	259	T
19	14	229	T
19	15	338	T
19	16	348	T
19	17	256	T
19	18	367	T
19	19	203	T
19	20	387	T
19	21	223	T
19	22	341	T
19	23	320	T
19	24	440	T
19	25	380	T
19	26	321	T
19	27	203	T
19	28	315	T
19	29	195	T
19	30	306	T
20	1	254	T
20	2	324	T
20	3	374	T
20	4	281	T
20	5	259	T
20	6	287	T
20	7	222	T
20	8	381	T
20	9	224	T
20	10	244	T
20	11	277	F
20	12	317	T
20	13	259	T
20	14	320	T
20	15	232	T
20	16	248	T
20	17	331	T
20	18	380	T
20	19	227	T
20	20	235	T
20	21	421	T
20	22	327	T
20	23	304	T
20	24	199	T
20	25	363	T
20	26	193	T
20	27	231	T
20	28	268	T
20	29	267	F
20	30	277	T
21	1	319	F
21	2	263	T
21	3	319	T
21	4	383	T
21	5	264	T
21	6	220	T
21	7	296	T
21	8	362	T
21	9	219	F
21	10	340	T
21	11	343	T
21	12	281	T
21	13	267	T
21	14	310	T
21	15	243	T
21	16	234	T
21	17	255	T
21	18	254	F
21	19	272	T
21	20	359	T
21	21	297	T
21	22	230	T
21	23	473	T
21	24	358	T
21	25	228	T
21	26	348	T
21	27	242	T
21	28	234	T
21	29	284	T
21	30	238	T
22	1	312	F
22	2	266	T
22	3	250	T
22	4	230	T
22	5	322	T
22	6	265	T
22	7	227	F
22	8	257	T
22	9	254	T
22	10	276	T
22	11	258	T
22	12	226	T
22	13	257	T
22	14	220	F
22	15	270	T
22	16	305	T
22	17	360	T
22	18	196	F
22	19	267	T
22	20	516	T
22	21	302	F
22	22	258	T
22	23	229	T
22	24	265	T
22	25	292	T
22	26	430	T
22	27	278	T
22	28	362	T
22	29	320	T
22	30	243	T
23	1	421	T
23	2	375	T
23	3	289	T
23	4	313	F
23	5	382	T
23	6	362	T
23	7	247	T
23	8	277	T
23	9	253	T
23	10	256	T
23	11	252	T
23	12	264	T
23	13	324	T
23	14	234	T
23	15	417	T
23	16	250	T
23	17	347	T
23	18	245	T
23	19	234	T
23	20	220	T
23	21	390	T
23	22	208	T
23	23	257	T
23	24	244	T
23	25	222	F
23	26	316	T
23	27	296	T
23	28	376	T
23	29	314	T
23	30	219	T
24	1	237	F
24	2	309	T
24	3	342	T
24	4	329	T
24	5	295	T
24	6	352	T
24	7	202	T
24	8	359	T
24	9	193	T
24	10	424	T
24	11	343	T
24	12	247	T
24	13	250	T
24	14	300	T
24	15	230	T
24	16	381	T
24	17	213	T
24	18	402	T
24	19	305	T
24	20	249	T
24	21	349	F
24	22	260	T
24	23	235	T
24	24	226	T
24	25	215	T
24	26	232	T
24	27	315	T
24	28	212	T
24	29	252	T
24	30	221	T
25	1	387	T
25	2	275	T
25	3	333	T
25	4	253	T
25	5	363	T
25	6	275	T
25	7	264	T
25	8	318	T
25	9	296	T
25	10	328	T
25	11	198	T
25	12	402	T
25	13	231	T
25	14	232	T
25	15	255	T
25	16	327	T
25	17	326	T
25	18	204	T
25	19	287	T
25	20	242	T
25	21	228	T
25	22	310	T
25	23	239	F
25	24	298	T
25	25	229	T
25	26	212	T
25	27	245	T
25	28	312	T
25	29	233	T
25	30	334	T
26	1	226	T
26	2	232	T
26	3	411	T
26	4	333	T
26	5	294	T
26	6	309	T
26	7	323	F
26	8	218	T
26	9	405	T
26	10	244	T
26	11	388	T
26	12	264	T
26	13	317	T
26	14	331	T
26	15	346	T
26	16	219	T
26	17	348	T
26	18	207	T
26	19	215	T
26	20	328	T
26	21	270	T
26	22	237	T
26	23	254	T
26	24	347	T
26	25	299	T
26	26	241	T
26	27	326	T
26	28	325	T
26	29	261	T
26	30	466	T
27	1	395	T
27	2	227	T
27	3	234	T
27	4	378	T
27	5	404	T
27	6	666	T
27	7	302	T
27	8	385	T
27	9	262	T
27	10	352	T
27	11	215	F
27	12	262	T
27	13	302	T
27	14	339	T
27	15	248	T
27	16	258	T
27	17	285	T
27	18	296	T
27	19	219	T
27	20	350	T
27	21	279	T
27	22	313	T
27	23	342	T
27	24	237	T
27	25	280	T
27	26	262	T
27	27	247	T
27	28	256	T
27	29	258	T
27	30	355	T
28	1	224	T
28	2	246	F
28	3	306	F
28	4	326	T
28	5	210	T
28	6	281	T
28	7	266	T
28	8	261	T
28	9	329	T
28	10	393	T
28	11	481	T
28	12	501	T
28	13	411	T
28	14	366	T
28	15	247	T
28	16	418	T
28	17	226	T
28	18	425	T
28	19	301	T
28	20	246	T
28	21	414	T
28	22	362	T
28	23	309	T
28	24	347	T
28	25	298	T
28	26	300	T
28	27	232	T
28	28	216	T
28	29	260	T
28	30	253	T
29	1	332	T
29	2	341	T
29	3	331	T
29	4	245	T
29	5	304	T
29	6	296	T
29	7	267	T
29	8	376	T
29	9	344	T
29	10	269	T
29	11	231	F
29	12	227	T
29	13	263	T
29	14	238	T
29	15	327	T
29	16	247	T
29	17	248	T
29	18	5	F
29	19	322	T
29	20	410	T
29	21	377	T
29	22	241	T
29	23	216	T
29	24	411	T
29	25	213	T
29	26	388	T
29	27	249	T
29	28	350	T
29	29	209	T
29	30	221	T
30	1	503	T
30	2	459	T
30	3	332	T
30	4	244	T
30	5	229	T
30	6	525	T
30	7	240	F
30	8	277	T
30	9	244	T
30	10	319	T
30	11	269	T
30	12	217	T
30	13	414	T
30	14	371	T
30	15	278	T
30	16	465	T
30	17	262	T
30	18	580	T
30	19	441	T
30	20	267	T
30	21	409	T
30	22	218	T
30	23	314	T
30	24	271	T
30	25	261	F
30	26	471	T
30	27	277	T
30	28	257	T
30	29	289	F
30	30	267	T
31	1	550	T
31	2	263	T
31	3	296	T
31	4	241	T
31	5	406	T
31	6	225	T
31	7	388	T
31	8	392	T
31	9	242	F
31	10	291	F
31	11	286	T
31	12	500	T
31	13	235	T
31	14	305	T
31	15	293	T
31	16	415	T
31	17	273	T
31	18	522	T
31	19	463	T
31	20	494	T
31	21	237	T
31	22	456	T
31	23	369	T
31	24	302	T
31	25	295	T
31	26	343	T
31	27	291	T
31	28	248	T
31	29	348	T
31	30	264	T
32	1	406	T
32	2	269	T
32	3	340	T
32	4	249	T
32	5	362	T
32	6	248	T
32	7	312	T
32	8	338	T
32	9	335	T
32	10	257	T
32	11	327	T
32	12	275	T
32	13	418	T
32	14	255	T
32	15	344	T
32	16	306	T
32	17	236	T
32	18	365	T
32	19	292	F
32	20	315	T
32	21	282	T
32	22	419	T
32	23	385	T
32	24	384	T
32	25	271	F
32	26	330	T
32	27	226	T
32	28	338	T
32	29	240	T
32	30	423	T
33	1	226	T
33	2	254	T
33	3	350	T
33	4	389	T
33	5	278	T
33	6	207	T
33	7	242	T
33	8	357	T
33	9	346	T
33	10	217	T
33	11	285	T
33	12	370	T
33	13	363	F
33	14	303	T
33	15	216	T
33	16	309	T
33	17	315	T
33	18	319	T
33	19	251	F
33	20	259	T
33	21	353	T
33	22	216	T
33	23	264	T
33	24	345	T
33	25	227	T
33	26	374	T
33	27	312	T
33	28	263	T
33	29	247	T
33	30	340	T
34	1	232	T
34	2	214	T
34	3	280	T
34	4	265	T
34	5	384	T
34	6	316	T
34	7	360	T
34	8	404	T
34	9	245	T
34	10	330	T
34	11	336	T
34	12	310	T
34	13	246	T
34	14	247	T
34	15	298	T
34	16	314	T
34	17	221	T
34	18	373	T
34	19	193	T
34	20	262	T
34	21	319	T
34	22	279	T
34	23	373	T
34	24	263	F
34	25	225	T
34	26	256	T
34	27	327	T
34	28	326	T
34	29	237	T
34	30	390	T
35	1	277	T
35	2	300	T
35	3	297	T
35	4	342	T
35	5	393	T
35	6	343	T
35	7	359	T
35	8	374	T
35	9	248	T
35	10	487	T
35	11	279	T
35	12	200	T
35	13	330	T
35	14	227	T
35	15	294	F
35	16	246	T
35	17	255	T
35	18	341	T
35	19	263	T
35	20	408	T
35	21	264	T
35	22	474	T
35	23	389	T
35	24	219	F
35	25	278	T
35	26	379	T
35	27	227	T
35	28	241	T
35	29	226	T
35	30	279	F
36	1	349	T
36	2	357	T
36	3	284	T
36	4	427	T
36	5	268	T
36	6	361	T
36	7	305	T
36	8	259	T
36	9	269	T
36	10	278	T
36	11	323	F
36	12	288	T
36	13	281	T
36	14	370	T
36	15	328	T
36	16	378	T
36	17	279	T
36	18	360	T
36	19	336	T
36	20	336	T
36	21	247	T
36	22	236	T
36	23	371	T
36	24	438	T
36	25	260	T
36	26	262	T
36	27	266	T
36	28	339	T
36	29	251	T
36	30	266	T
37	1	356	T
37	2	308	T
37	3	256	T
37	4	360	T
37	5	286	T
37	6	337	T
37	7	292	T
37	8	221	T
37	9	307	T
37	10	251	T
37	11	279	T
37	12	599	T
37	13	312	T
37	14	230	T
37	15	329	T
37	16	494	T
37	17	480	T
37	18	360	T
37	19	320	T
37	20	250	T
37	21	454	T
37	22	285	T
37	23	267	T
37	24	379	T
37	25	265	T
37	26	238	T
37	27	324	T
37	28	234	T
37	29	266	T
37	30	259	T
38	1	276	T
38	2	341	T
38	3	241	T
38	4	230	T
38	5	343	T
38	6	246	T
38	7	289	T
38	8	267	F
38	9	217	T
38	10	309	T
38	11	398	T
38	12	215	T
