NAME: 	Anna_4day_rhand
Completed cycles:	39
Failed cycles:	1
1	1	1185
1	2	337
1	3	234
1	4	211
1	5	214
1	6	191
1	7	263
1	8	371
1	9	215
1	10	289
1	11	275
1	12	195
1	13	173
1	14	319
1	15	220
1	16	231
1	17	158
1	18	201
1	19	312
1	20	323
1	21	199
1	22	197
1	23	216
1	24	200
1	25	418
1	26	217
1	27	317
1	28	184
1	29	242
1	30	242
2	1	422
2	2	352
2	3	241
2	4	233
2	5	211
2	6	245
2	7	208
2	8	187
2	9	295
2	10	291
2	11	301
2	12	357
2	13	224
2	14	188
2	15	290
2	16	271
2	17	251
2	18	277
2	19	257
2	20	161
2	21	310
2	22	298
2	23	286
2	24	281
2	25	209
2	26	170
2	27	140
2	28	260
2	29	248
2	30	206
3	1	213
3	2	331
3	3	241
3	4	232
3	5	187
3	6	249
3	7	246
3	8	222
3	9	324
3	10	174
3	11	282
3	12	159
3	13	210
3	14	229
3	15	152
3	16	165
3	17	223
3	18	208
3	19	205
3	20	148
3	21	243
3	22	223
3	23	222
3	24	207
3	25	203
3	26	199
3	27	237
3	28	192
3	29	160
3	30	259
4	1	260
4	2	128
4	3	220
4	4	179
4	5	261
4	6	258
4	7	293
4	8	171
4	9	251
4	10	215
4	11	190
4	12	298
4	13	278
4	14	194
4	15	205
4	16	259
4	17	262
4	18	238
4	19	321
4	20	187
4	21	205
4	22	192
4	23	256
4	24	207
4	25	185
4	26	248
4	27	137
4	28	166
4	29	163
4	30	261
5	1	386
5	2	163
5	3	312
5	4	224
5	5	287
5	6	179
5	7	162
5	8	298
5	9	481
5	10	220
5	11	533
5	12	207
5	13	130
5	14	231
5	15	257
5	16	251
5	17	248
5	18	244
5	19	152
5	20	187
5	21	398
5	22	209
5	23	275
5	24	284
5	25	212
5	26	229
5	27	211
5	28	349
5	29	182
5	30	509
6	1	355
6	2	222
6	3	185
6	4	270
6	5	236
6	6	261
6	7	229
6	8	304
6	9	260
6	10	341
6	11	338
6	12	274
6	13	231
6	14	279
6	15	235
6	16	192
6	17	193
6	18	151
6	19	146
6	20	196
6	21	149
6	22	262
6	23	232
6	24	212
6	25	147
6	26	197
6	27	337
6	28	190
6	29	216
6	30	181
7	1	307
7	2	247
7	3	301
7	4	283
7	5	211
7	6	300
7	7	257
7	8	175
7	9	183
7	10	168
7	11	206
7	12	177
7	13	264
7	14	374
7	15	211
7	16	194
7	17	154
7	18	163
7	19	199
7	20	145
7	21	286
7	22	128
7	23	206
7	24	288
7	25	185
7	26	194
7	27	228
7	28	235
7	29	221
7	30	179
8	1	144
8	2	592
8	3	223
8	4	231
8	5	127
8	6	209
8	7	360
8	8	232
8	9	232
8	10	241
8	11	277
8	12	302
8	13	282
8	14	211
8	15	235
8	16	309
8	17	278
8	18	267
8	19	130
8	20	152
8	21	212
8	22	168
8	23	178
8	24	225
8	25	229
8	26	332
8	27	152
8	28	356
8	29	270
8	30	225
9	1	210
9	2	260
9	3	275
9	4	177
9	5	232
9	6	176
9	7	177
9	8	248
9	9	191
9	10	172
9	11	215
9	12	187
9	13	155
9	14	204
9	15	132
9	16	130
9	17	266
9	18	144
9	19	226
9	20	231
9	21	263
9	22	240
9	23	208
9	24	214
9	25	164
9	26	231
9	27	206
9	28	335
9	29	129
9	30	182
10	1	174
10	2	164
10	3	141
10	4	248
10	5	339
10	6	221
10	7	106
10	8	321
10	9	202
10	10	144
10	11	131
