NAME: 	Anna_2day_rhand
Completed cycles:	38
Failed cycles:	1
23	8	217
23	9	194
23	10	221
23	11	213
23	12	175
23	13	149
23	14	308
23	15	322
23	16	228
23	17	262
23	18	194
23	19	258
23	20	210
23	21	174
23	22	155
23	23	321
23	24	173
23	25	195
23	26	158
23	27	243
23	28	472
23	29	179
23	30	242
24	1	423
24	2	234
24	3	345
24	4	315
24	5	283
24	6	199
24	7	206
24	8	309
24	9	236
24	10	217
24	11	235
24	12	211
24	13	208
24	14	236
24	15	233
24	16	375
24	17	214
24	18	254
24	19	202
24	20	253
24	21	185
24	22	228
24	23	225
24	24	298
24	25	229
24	26	215
24	27	332
24	28	215
24	29	192
24	30	342
25	1	375
25	2	189
25	3	228
25	4	237
25	5	255
25	6	261
25	7	199
25	8	191
25	9	327
25	10	237
25	11	188
25	12	286
25	13	363
25	14	248
25	15	454
25	16	234
25	17	156
25	18	273
25	19	274
25	20	145
25	21	245
25	22	318
25	23	170
25	24	249
25	25	332
25	26	160
25	27	215
25	28	190
25	29	232
25	30	152
26	1	192
26	2	188
26	3	406
26	4	145
26	5	187
26	6	165
26	7	275
26	8	174
26	9	214
26	10	209
26	11	183
26	12	438
26	13	144
26	14	411
26	15	225
26	16	278
26	17	514
26	18	218
26	19	201
26	20	172
26	21	231
26	22	139
26	23	504
26	24	129
26	25	215
26	26	307
26	27	655
26	28	197
26	29	416
26	30	116
27	1	200
27	2	224
27	3	232
27	4	139
27	5	260
27	6	173
27	7	552
27	8	210
27	9	158
27	10	281
27	11	311
27	12	343
27	13	195
27	14	275
27	15	253
27	16	154
27	17	239
27	18	313
27	19	313
27	20	230
27	21	279
27	22	232
27	23	204
27	24	312
27	25	212
27	26	232
27	27	403
27	28	165
27	29	241
27	30	411
28	1	145
28	2	234
28	3	184
28	4	452
28	5	281
28	6	166
28	7	249
28	8	193
28	9	137
28	10	250
28	11	439
28	12	171
28	13	417
28	14	204
28	15	347
28	16	173
28	17	199
28	18	309
28	19	165
28	20	422
28	21	312
28	22	223
28	23	326
28	24	319
28	25	289
28	26	165
28	27	202
28	28	371
28	29	364
28	30	384
29	1	168
29	2	166
29	3	401
29	4	294
29	5	428
29	6	298
29	7	323
29	8	199
29	9	225
29	10	140
29	11	215
29	12	255
29	13	217
29	14	222
29	15	195
29	16	144
29	17	319
29	18	144
29	19	193
29	20	204
29	21	149
29	22	364
29	23	190
29	24	212
29	25	176
29	26	246
29	27	331
29	28	178
29	29	283
29	30	190
30	1	143
30	2	336
30	3	148
30	4	261
30	5	138
30	6	436
30	7	223
30	8	180
30	9	237
30	10	175
30	11	348
30	12	284
30	13	171
30	14	186
30	15	212
30	16	260
30	17	161
30	18	342
30	19	199
30	20	256
30	21	309
30	22	305
30	23	223
30	24	270
30	25	227
30	26	232
30	27	247
30	28	274
30	29	217
30	30	229
31	1	185
31	2	206
31	3	199
31	4	167
31	5	212
31	6	374
31	7	272
31	8	220
31	9	547
31	10	236
31	11	255
31	12	140
31	13	232
31	14	187
31	15	251
31	16	151
31	17	205
31	18	199
31	19	234
31	20	501
31	21	190
31	22	315
31	23	231
31	24	558
31	25	172
31	26	249
31	27	206
31	28	215
31	29	221
31	30	159
32	1	453
32	2	270
32	3	289
32	4	251
32	5	192
32	6	290
32	7	186
32	8	227
32	9	205
32	10	428
32	11	140
32	12	217
32	13	274
32	14	154
32	15	238
32	16	150
32	17	297
32	18	237
32	19	175
32	20	399
32	21	242
32	22	179
32	23	246
32	24	186
32	25	254
32	26	257
32	27	244
32	28	168
32	29	276
32	30	291
33	1	384
33	2	476
33	3	256
33	4	342
33	5	343
33	6	398
33	7	204
33	8	226
33	9	122
33	10	295
33	11	89
33	12	205
33	13	296
33	14	127
33	15	236
33	16	136
33	17	303
33	18	193
33	19	421
33	20	239
33	21	144
33	22	214
33	23	278
33	24	437
33	25	170
33	26	209
33	27	249
33	28	115
33	29	282
33	30	290
34	1	193
34	2	246
34	3	262
34	4	210
34	5	225
34	6	239
34	7	219
34	8	196
34	9	359
34	10	96
34	11	225
34	12	150
34	13	216
34	14	128
34	15	195
34	16	158
34	17	292
34	18	94
34	19	187
34	20	186
34	21	418
34	22	496
34	23	156
34	24	259
34	25	227
34	26	275
34	27	241
34	28	219
34	29	277
34	30	185
35	1	294
35	2	234
35	3	98
35	4	163
35	5	217
35	6	297
35	7	431
35	8	202
35	9	178
35	10	212
35	11	208
35	12	182
35	13	179
35	14	301
35	15	226
35	16	365
35	17	171
35	18	226
35	19	154
35	20	202
35	21	257
35	22	184
35	23	431
35	24	327
35	25	137
35	26	456
35	27	225
35	28	218
35	29	266
35	30	193
36	1	179
36	2	246
36	3	234
36	4	201
36	5	306
36	6	121
36	7	210
36	8	253
36	9	143
36	10	196
36	11	207
36	12	405
36	13	283
36	14	286
36	15	263
36	16	161
36	17	325
36	18	188
36	19	180
36	20	284
36	21	218
36	22	223
36	23	287
36	24	36
36	25	225
36	26	234
36	27	276
36	28	333
36	29	169
36	30	352
37	1	297
37	2	225
37	3	274
37	4	255
37	5	252
37	6	316
37	7	251
37	8	266
37	9	205
37	10	215
37	11	229
37	12	251
37	13	149
37	14	249
37	15	291
37	16	238
37	17	306
37	18	247
37	19	257
37	20	216
37	21	273
37	22	304
37	23	347
37	24	183
37	25	191
37	26	308
37	27	211
37	28	271
37	29	410
37	30	286
38	1	214
38	2	298
38	3	286
38	4	261
38	5	237
38	6	291
38	7	368
38	8	348
38	9	319
38	10	401
38	11	241
38	12	230
38	13	317
38	14	251
38	15	350
38	16	206
38	17	251
38	18	199
38	19	195
38	20	258
38	21	261
38	22	212
38	23	357
38	24	331
38	25	136
38	26	268
38	27	269
38	28	271
38	29	210
38	30	213
39	1	225
39	2	227
39	3	262
39	4	155
39	5	300
