NAME: 	Egor_1day_lhand
Completed cycles:	36
Failed cycles:	1
10	11	249
10	12	231
10	13	377
10	14	222
10	15	376
10	16	236
10	17	358
10	18	259
10	19	382
10	20	267
10	21	326
10	22	317
10	23	209
10	24	246
10	25	331
10	26	398
10	27	398
10	28	225
10	29	322
10	30	337
11	1	314
11	2	481
11	3	257
11	4	248
11	5	334
11	6	374
11	7	247
11	8	320
11	9	391
11	10	328
11	11	230
11	12	320
11	13	245
11	14	279
11	15	272
11	16	602
11	17	348
11	18	314
11	19	373
11	20	367
11	21	194
11	22	350
11	23	400
11	24	422
11	25	267
11	26	221
11	27	364
11	28	298
11	29	238
11	30	365
12	1	251
12	2	306
12	3	356
12	4	296
12	5	263
12	6	282
12	7	272
12	8	360
12	9	386
12	10	246
12	11	260
12	12	359
12	13	510
12	14	385
12	15	331
12	16	240
12	17	263
12	18	385
12	19	290
12	20	257
12	21	398
12	22	432
12	23	350
12	24	344
12	25	274
12	26	315
12	27	275
12	28	331
12	29	261
12	30	368
13	1	166
13	2	243
13	3	263
13	4	312
13	5	351
13	6	359
13	7	321
13	8	234
13	9	397
13	10	290
13	11	293
13	12	189
13	13	471
13	14	409
13	15	433
13	16	347
13	17	520
13	18	311
13	19	331
13	20	368
13	21	367
13	22	295
13	23	213
13	24	256
13	25	248
13	26	418
13	27	327
13	28	479
13	29	373
13	30	405
14	1	259
14	2	246
14	3	532
14	4	265
14	5	291
14	6	281
14	7	313
14	8	387
14	9	226
14	10	235
14	11	273
14	12	272
14	13	214
14	14	396
14	15	212
14	16	225
14	17	357
14	18	314
14	19	330
14	20	346
14	21	276
14	22	316
14	23	393
14	24	309
14	25	130
14	26	320
14	27	253
14	28	224
14	29	331
14	30	544
15	1	207
15	2	441
15	3	258
15	4	269
15	5	341
15	6	361
15	7	459
15	8	416
15	9	537
15	10	278
15	11	310
15	12	324
15	13	319
15	14	335
15	15	333
15	16	417
15	17	305
15	18	311
15	19	374
15	20	312
15	21	300
15	22	362
15	23	348
15	24	296
15	25	193
15	26	307
15	27	302
15	28	349
15	29	258
15	30	246
16	1	220
16	2	287
16	3	223
16	4	192
16	5	312
16	6	372
16	7	264
16	8	334
16	9	311
16	10	193
16	11	353
16	12	344
16	13	299
16	14	218
16	15	375
16	16	364
16	17	236
16	18	475
16	19	266
16	20	356
16	21	373
16	22	336
16	23	289
16	24	409
16	25	283
16	26	262
16	27	417
16	28	265
16	29	329
16	30	275
17	1	281
17	2	296
17	3	268
17	4	318
17	5	402
17	6	221
17	7	267
17	8	273
17	9	310
17	10	329
17	11	222
17	12	272
17	13	278
17	14	231
17	15	244
17	16	229
17	17	303
17	18	225
17	19	277
17	20	236
17	21	245
17	22	226
17	23	366
17	24	293
17	25	292
17	26	343
17	27	353
17	28	261
17	29	515
17	30	271
18	1	329
18	2	331
18	3	255
18	4	357
18	5	348
18	6	291
18	7	215
18	8	473
18	9	326
18	10	212
18	11	288
18	12	478
18	13	411
18	14	197
18	15	523
18	16	393
18	17	350
18	18	394
18	19	224
18	20	263
18	21	450
18	22	393
18	23	266
18	24	375
18	25	422
18	26	443
18	27	340
18	28	301
18	29	220
18	30	279
19	1	238
19	2	271
19	3	362
19	4	249
19	5	368
19	6	400
19	7	322
19	8	326
19	9	236
19	10	360
19	11	310
19	12	354
19	13	304
19	14	189
19	15	356
19	16	369
19	17	230
19	18	251
19	19	438
19	20	368
19	21	253
19	22	378
19	23	273
19	24	376
19	25	414
19	26	364
19	27	312
19	28	286
19	29	298
19	30	271
20	1	289
20	2	340
20	3	444
20	4	444
20	5	277
20	6	302
20	7	406
20	8	320
20	9	376
20	10	225
20	11	342
20	12	255
20	13	213
20	14	244
20	15	343
20	16	230
20	17	387
20	18	432
20	19	374
20	20	236
20	21	253
20	22	440
20	23	454
20	24	333
20	25	317
20	26	522
20	27	336
20	28	336
20	29	341
20	30	348
21	1	280
21	2	256
21	3	354
21	4	378
21	5	301
21	6	211
21	7	319
21	8	318
21	9	253
21	10	343
21	11	257
21	12	336
21	13	332
21	14	323
21	15	219
21	16	353
21	17	321
21	18	438
21	19	292
21	20	448
21	21	229
21	22	271
21	23	379
21	24	237
21	25	274
21	26	414
21	27	311
21	28	267
21	29	242
21	30	306
22	1	144
22	2	266
22	3	310
22	4	349
22	5	373
22	6	421
22	7	335
22	8	435
22	9	427
22	10	302
22	11	269
22	12	319
22	13	310
22	14	478
22	15	232
22	16	223
22	17	323
22	18	324
22	19	232
22	20	270
22	21	250
22	22	439
22	23	241
22	24	273
22	25	336
22	26	235
22	27	332
22	28	356
22	29	343
22	30	213
23	1	273
23	2	290
23	3	358
23	4	213
23	5	329
23	6	251
23	7	524
23	8	449
23	9	318
23	10	387
23	11	457
23	12	442
23	13	382
23	14	371
23	15	264
23	16	403
23	17	252
23	18	371
23	19	394
23	20	345
23	21	306
23	22	434
23	23	274
23	24	238
23	25	245
23	26	230
23	27	403
23	28	369
23	29	334
23	30	208
24	1	308
24	2	323
24	3	355
24	4	249
24	5	186
24	6	129
24	7	340
24	8	249
24	9	212
24	10	355
24	11	282
24	12	359
24	13	229
24	14	393
24	15	359
24	16	420
24	17	456
24	18	409
24	19	261
24	20	330
24	21	201
24	22	236
24	23	322
24	24	566
24	25	232
24	26	267
24	27	332
24	28	382
24	29	306
24	30	265
25	1	486
25	2	337
25	3	295
25	4	291
25	5	277
25	6	248
25	7	311
25	8	220
25	9	298
25	10	354
25	11	266
25	12	360
25	13	281
25	14	309
25	15	293
25	16	311
25	17	301
25	18	116
25	19	301
25	20	443
25	21	364
25	22	336
25	23	432
25	24	370
25	25	352
25	26	396
25	27	204
25	28	404
25	29	321
25	30	259
26	1	358
26	2	266
26	3	251
26	4	339
26	5	405
26	6	309
26	7	329
26	8	218
26	9	255
26	10	350
26	11	364
26	12	340
26	13	251
26	14	285
26	15	234
26	16	315
26	17	379
26	18	347
26	19	330
26	20	333
26	21	246
26	22	256
26	23	262
26	24	389
26	25	440
26	26	355
26	27	238
26	28	221
26	29	424
26	30	326
27	1	455
27	2	411
27	3	234
27	4	404
27	5	282
27	6	363
27	7	405
27	8	356
27	9	259
27	10	356
27	11	352
27	12	313
27	13	329
27	14	260
27	15	362
27	16	283
27	17	235
27	18	273
27	19	301
27	20	218
27	21	375
27	22	323
27	23	257
27	24	327
27	25	331
27	26	295
27	27	263
27	28	487
27	29	367
27	30	313
28	1	359
28	2	480
28	3	302
28	4	359
28	5	352
28	6	304
28	7	211
28	8	262
28	9	456
28	10	290
28	11	295
28	12	460
28	13	247
28	14	274
28	15	418
28	16	294
28	17	304
28	18	352
28	19	359
28	20	225
28	21	270
28	22	312
28	23	250
28	24	258
28	25	508
28	26	246
28	27	367
28	28	567
28	29	350
28	30	232
29	1	318
29	2	271
29	3	264
29	4	320
29	5	293
29	6	314
29	7	331
29	8	340
29	9	413
29	10	415
29	11	251
29	12	348
29	13	223
29	14	272
29	15	326
29	16	417
29	17	239
29	18	281
29	19	353
29	20	416
29	21	351
29	22	335
29	23	223
29	24	417
29	25	353
29	26	220
29	27	305
29	28	486
29	29	238
29	30	371
30	1	259
30	2	278
30	3	429
30	4	450
30	5	302
30	6	273
30	7	312
30	8	271
30	9	363
30	10	260
30	11	378
30	12	256
30	13	311
30	14	332
30	15	222
30	16	226
30	17	507
30	18	262
30	19	232
30	20	283
30	21	337
30	22	372
30	23	317
30	24	237
30	25	358
30	26	288
30	27	201
30	28	234
30	29	300
30	30	316
31	1	384
31	2	247
31	3	244
31	4	214
31	5	442
31	6	384
31	7	320
31	8	392
31	9	350
31	10	363
31	11	320
31	12	206
31	13	332
31	14	276
31	15	198
31	16	245
31	17	367
31	18	375
31	19	230
31	20	258
31	21	303
31	22	236
31	23	296
31	24	392
31	25	331
31	26	341
31	27	229
31	28	304
31	29	287
31	30	335
32	1	242
32	2	351
32	3	306
32	4	405
32	5	218
32	6	212
32	7	288
32	8	279
32	9	346
32	10	232
32	11	253
32	12	242
32	13	261
32	14	242
32	15	356
32	16	351
32	17	252
32	18	238
32	19	343
32	20	537
32	21	218
32	22	248
32	23	366
32	24	227
32	25	414
32	26	233
32	27	291
32	28	441
32	29	371
32	30	279
33	1	230
33	2	256
33	3	334
33	4	282
33	5	293
33	6	234
33	7	299
33	8	401
33	9	585
33	10	412
33	11	434
33	12	424
33	13	280
33	14	330
33	15	509
33	16	423
33	17	363
33	18	350
33	19	409
33	20	350
33	21	313
33	22	306
33	23	478
33	24	239
33	25	311
33	26	445
33	27	280
33	28	238
33	29	453
33	30	261
34	1	397
34	2	383
34	3	339
34	4	310
34	5	254
34	6	269
34	7	333
34	8	357
34	9	279
34	10	275
34	11	502
34	12	509
34	13	246
34	14	332
34	15	216
34	16	397
34	17	288
34	18	283
34	19	354
34	20	328
34	21	382
34	22	260
34	23	257
34	24	243
34	25	330
34	26	233
34	27	334
34	28	419
34	29	356
34	30	282
35	1	234
35	2	315
35	3	381
35	4	252
35	5	204
35	6	349
35	7	339
35	8	395
35	9	358
35	10	238
35	11	367
35	12	397
35	13	245
35	14	296
35	15	293
35	16	284
35	17	283
35	18	250
35	19	361
35	20	263
35	21	356
35	22	346
35	23	390
35	24	251
35	25	370
35	26	313
35	27	319
35	28	261
35	29	336
35	30	281
36	1	297
36	2	330
36	3	262
36	4	288
36	5	373
36	6	279
36	7	391
36	8	261
36	9	285
36	10	273
36	11	430
36	12	325
36	13	286
36	14	313
36	15	384
36	16	288
36	17	248
36	18	257
36	19	296
36	20	219
36	21	238
36	22	301
36	23	316
36	24	431
36	25	322
36	26	307
36	27	275
36	28	346
36	29	361
36	30	323
37	1	253
37	2	242
37	3	306
37	4	350
