NAME: 	Alexey_1day_rhand
Completed cycles:	35
Failed cycles:	1
1	1	1241
1	2	325
1	3	374
1	4	343
1	5	348
1	6	427
1	7	465
1	8	403
1	9	456
1	10	433
1	11	433
1	12	358
1	13	442
1	14	416
1	15	417
1	16	445
1	17	438
1	18	367
1	19	402
1	20	446
1	21	397
1	22	412
1	23	438
1	24	430
1	25	472
1	26	422
1	27	442
1	28	385
1	29	411
1	30	422
2	1	408
2	2	401
2	3	483
2	4	381
2	5	373
2	6	441
2	7	418
2	8	377
2	9	386
2	10	442
2	11	395
2	12	376
2	13	414
2	14	382
2	15	424
2	16	374
2	17	441
2	18	435
2	19	392
2	20	416
2	21	404
2	22	399
2	23	354
2	24	393
2	25	387
2	26	306
2	27	360
2	28	399
2	29	366
2	30	361
3	1	378
3	2	380
3	3	404
3	4	411
3	5	364
3	6	344
3	7	392
3	8	384
3	9	357
3	10	322
3	11	291
3	12	400
3	13	380
3	14	359
3	15	327
3	16	379
3	17	312
3	18	380
3	19	294
3	20	347
3	21	581
3	22	391
3	23	303
3	24	359
3	25	360
3	26	305
3	27	416
3	28	352
3	29	361
3	30	328
4	1	387
4	2	376
4	3	362
4	4	331
4	5	362
4	6	352
4	7	368
4	8	419
4	9	390
4	10	363
4	11	389
4	12	428
4	13	393
4	14	369
4	15	366
4	16	395
4	17	368
4	18	378
4	19	377
4	20	304
4	21	394
4	22	312
4	23	348
4	24	345
4	25	360
4	26	353
4	27	379
4	28	340
4	29	302
4	30	335
5	1	299
5	2	328
5	3	272
5	4	455
5	5	352
5	6	334
5	7	341
5	8	297
5	9	380
5	10	409
5	11	352
5	12	258
5	13	353
5	14	380
5	15	337
5	16	275
5	17	359
5	18	337
5	19	263
5	20	311
5	21	332
5	22	315
5	23	334
5	24	300
5	25	301
5	26	280
5	27	314
5	28	308
5	29	306
5	30	361
6	1	360
6	2	292
6	3	324
6	4	382
6	5	299
6	6	272
6	7	310
6	8	332
6	9	316
6	10	291
6	11	317
6	12	298
6	13	295
6	14	292
6	15	279
6	16	282
6	17	326
6	18	332
6	19	395
6	20	361
6	21	344
6	22	305
6	23	310
6	24	348
6	25	328
6	26	291
6	27	307
6	28	280
6	29	298
6	30	320
7	1	333
7	2	246
7	3	485
7	4	347
7	5	347
7	6	340
7	7	314
7	8	338
7	9	342
7	10	376
7	11	362
7	12	332
7	13	300
7	14	336
7	15	324
7	16	709
7	17	367
7	18	352
7	19	416
7	20	422
7	21	331
7	22	324
7	23	334
7	24	358
7	25	406
7	26	528
7	27	334
7	28	355
7	29	313
7	30	328
8	1	314
8	2	376
8	3	369
8	4	307
8	5	371
8	6	336
8	7	358
8	8	357
8	9	331
8	10	401
8	11	369
8	12	326
8	13	354
8	14	349
8	15	341
8	16	370
8	17	336
8	18	361
8	19	377
8	20	574
8	21	311
8	22	359
8	23	352
8	24	287
8	25	323
8	26	338
8	27	381
8	28	292
8	29	362
8	30	374
9	1	336
9	2	387
9	3	376
9	4	393
9	5	276
9	6	405
9	7	351
9	8	332
9	9	364
9	10	358
9	11	345
9	12	365
9	13	351
9	14	362
9	15	384
9	16	352
9	17	313
9	18	331
9	19	357
9	20	360
9	21	350
9	22	349
9	23	308
9	24	388
9	25	318
9	26	320
9	27	314
9	28	315
9	29	392
9	30	274
10	1	374
10	2	329
10	3	350
10	4	336
10	5	298
10	6	345
10	7	324
10	8	351
10	9	274
10	10	332
10	11	350
10	12	242
10	13	275
10	14	314
10	15	303
10	16	358
10	17	391
10	18	395
10	19	347
10	20	301
10	21	312
10	22	291
10	23	396
10	24	326
10	25	310
10	26	334
10	27	322
10	28	284
10	29	316
10	30	352
11	1	242
11	2	359
11	3	327
11	4	367
11	5	292
11	6	326
11	7	357
11	8	420
11	9	321
11	10	320
11	11	324
11	12	310
11	13	311
11	14	292
11	15	327
11	16	290
11	17	325
11	18	310
11	19	269
11	20	302
11	21	277
11	22	311
11	23	331
11	24	320
11	25	264
11	26	360
11	27	285
11	28	319
11	29	342
11	30	352
12	1	327
12	2	525
12	3	370
12	4	356
12	5	349
12	6	540
12	7	897
12	8	296
12	9	309
12	10	273
12	11	297
12	12	259
12	13	345
12	14	262
12	15	293
12	16	290
12	17	316
12	18	276
12	19	316
12	20	228
12	21	326
12	22	313
12	23	310
12	24	260
12	25	371
12	26	336
12	27	285
12	28	420
12	29	280
12	30	317
13	1	306
13	2	289
13	3	341
13	4	369
13	5	253
13	6	397
13	7	277
13	8	376
13	9	484
13	10	286
13	11	280
13	12	318
13	13	274
13	14	313
13	15	297
