NAME: 	Alexey_4day_rhand
Completed cycles:	39
Failed cycles:	1
11	22	235
11	23	220
11	24	288
11	25	222
11	26	243
11	27	252
11	28	207
11	29	385
11	30	205
12	1	212
12	2	222
12	3	200
12	4	229
12	5	213
12	6	215
12	7	211
12	8	289
12	9	259
12	10	354
12	11	222
12	12	220
12	13	305
12	14	203
12	15	215
12	16	208
12	17	252
12	18	259
12	19	246
12	20	270
12	21	351
12	22	240
12	23	223
12	24	315
12	25	306
12	26	227
12	27	256
12	28	230
12	29	286
12	30	182
13	1	327
13	2	276
13	3	213
13	4	338
13	5	182
13	6	280
13	7	250
13	8	254
13	9	288
13	10	325
13	11	258
13	12	230
13	13	277
13	14	299
13	15	329
13	16	252
13	17	275
13	18	283
13	19	370
13	20	261
13	21	229
13	22	227
13	23	237
13	24	325
13	25	451
13	26	330
13	27	308
13	28	311
13	29	204
13	30	193
14	1	323
14	2	251
14	3	277
14	4	370
14	5	217
14	6	261
14	7	226
14	8	207
14	9	225
14	10	341
14	11	349
14	12	331
14	13	292
14	14	324
14	15	235
14	16	207
14	17	212
14	18	248
14	19	244
14	20	301
14	21	298
14	22	297
14	23	235
14	24	284
14	25	207
14	26	300
14	27	241
14	28	361
14	29	213
14	30	267
15	1	248
15	2	297
15	3	250
15	4	261
15	5	235
15	6	224
15	7	210
15	8	232
15	9	236
15	10	215
15	11	218
15	12	317
15	13	355
15	14	199
15	15	208
15	16	193
15	17	322
15	18	309
15	19	215
15	20	245
15	21	202
15	22	264
15	23	278
15	24	266
15	25	227
15	26	197
15	27	474
15	28	412
15	29	224
15	30	222
16	1	291
16	2	205
16	3	285
16	4	191
16	5	213
16	6	187
16	7	268
16	8	239
16	9	240
16	10	199
16	11	299
16	12	385
16	13	383
16	14	253
16	15	261
16	16	228
16	17	183
16	18	293
16	19	194
16	20	298
16	21	336
16	22	276
16	23	291
16	24	237
16	25	313
16	26	293
16	27	212
16	28	240
16	29	269
16	30	268
17	1	229
17	2	371
17	3	234
17	4	248
17	5	245
17	6	232
17	7	228
17	8	213
17	9	279
17	10	299
17	11	220
17	12	279
17	13	194
17	14	251
17	15	219
17	16	224
17	17	208
17	18	224
17	19	212
17	20	308
17	21	278
17	22	218
17	23	257
17	24	217
17	25	209
17	26	228
17	27	289
17	28	266
17	29	217
17	30	283
18	1	186
18	2	210
18	3	284
18	4	240
18	5	179
18	6	240
18	7	243
18	8	235
18	9	193
18	10	202
18	11	393
18	12	312
18	13	215
18	14	296
18	15	364
18	16	196
18	17	283
18	18	213
18	19	275
18	20	206
18	21	289
18	22	326
18	23	218
18	24	396
18	25	219
18	26	224
18	27	287
18	28	271
18	29	306
18	30	211
19	1	216
19	2	310
19	3	249
19	4	199
19	5	295
19	6	257
19	7	274
19	8	340
19	9	229
19	10	224
19	11	238
19	12	274
19	13	349
19	14	235
19	15	222
19	16	281
19	17	191
19	18	266
19	19	197
19	20	229
19	21	331
19	22	277
19	23	332
19	24	225
19	25	283
19	26	213
19	27	233
19	28	197
19	29	281
19	30	223
20	1	251
20	2	224
20	3	261
20	4	319
20	5	332
20	6	262
20	7	341
20	8	278
20	9	350
20	10	306
20	11	238
20	12	255
20	13	267
20	14	339
20	15	184
20	16	246
20	17	238
20	18	339
20	19	276
20	20	256
20	21	310
20	22	268
20	23	300
20	24	367
20	25	148
20	26	215
20	27	296
20	28	219
20	29	317
20	30	218
21	1	374
21	2	269
21	3	261
21	4	248
21	5	222
21	6	196
21	7	272
21	8	179
21	9	245
21	10	305
21	11	244
21	12	229
21	13	270
21	14	310
21	15	181
21	16	207
21	17	295
21	18	209
21	19	250
21	20	241
21	21	221
21	22	261
21	23	251
21	24	194
21	25	218
21	26	232
21	27	194
21	28	327
21	29	303
21	30	245
22	1	428
22	2	220
22	3	319
22	4	256
22	5	280
22	6	326
22	7	278
22	8	223
22	9	275
22	10	234
22	11	195
22	12	290
22	13	227
22	14	301
22	15	192
22	16	222
22	17	285
22	18	218
22	19	214
22	20	226
22	21	247
22	22	205
22	23	244
22	24	229
22	25	225
22	26	247
22	27	292
22	28	238
22	29	207
22	30	384
23	1	210
23	2	214
23	3	286
23	4	164
23	5	285
23	6	313
23	7	248
23	8	225
23	9	165
23	10	306
23	11	146
23	12	216
23	13	200
23	14	193
23	15	195
23	16	266
23	17	230
23	18	291
23	19	231
23	20	268
23	21	177
23	22	228
23	23	241
23	24	204
23	25	267
23	26	159
23	27	231
23	28	228
23	29	337
23	30	222
24	1	311
24	2	254
24	3	229
24	4	395
24	5	203
24	6	255
24	7	266
24	8	513
24	9	248
24	10	307
24	11	270
24	12	315
24	13	199
24	14	297
24	15	151
24	16	267
24	17	207
24	18	302
24	19	132
24	20	230
24	21	211
24	22	228
24	23	262
24	24	249
24	25	168
24	26	202
24	27	349
24	28	253
24	29	241
24	30	236
25	1	261
25	2	252
25	3	243
25	4	206
25	5	314
25	6	331
25	7	280
25	8	224
25	9	207
25	10	282
25	11	219
25	12	216
25	13	231
25	14	315
25	15	213
25	16	236
25	17	231
25	18	318
25	19	170
25	20	292
25	21	390
25	22	192
25	23	273
25	24	206
25	25	229
25	26	197
25	27	307
25	28	363
25	29	252
25	30	121
26	1	350
26	2	288
26	3	216
26	4	299
26	5	197
26	6	198
26	7	232
26	8	263
26	9	365
26	10	258
26	11	258
26	12	313
26	13	268
26	14	240
26	15	230
26	16	198
26	17	247
26	18	253
26	19	260
26	20	246
26	21	210
26	22	299
26	23	247
26	24	230
26	25	300
26	26	225
26	27	227
26	28	327
26	29	216
26	30	215
27	1	257
27	2	220
27	3	235
27	4	179
27	5	235
27	6	195
27	7	214
27	8	229
27	9	300
27	10	190
27	11	271
27	12	299
27	13	223
27	14	375
27	15	153
27	16	152
27	17	366
27	18	188
27	19	210
27	20	308
27	21	372
27	22	193
27	23	227
27	24	192
27	25	269
27	26	211
27	27	205
27	28	344
27	29	273
27	30	262
28	1	271
28	2	176
28	3	343
28	4	218
28	5	296
28	6	202
28	7	178
28	8	222
28	9	193
28	10	193
28	11	233
28	12	204
28	13	219
28	14	240
28	15	239
28	16	233
28	17	207
28	18	230
28	19	250
28	20	303
28	21	311
28	22	271
28	23	279
28	24	333
28	25	257
28	26	348
28	27	256
28	28	200
28	29	283
28	30	334
29	1	217
29	2	379
29	3	269
29	4	232
29	5	255
29	6	224
29	7	286
29	8	266
29	9	317
29	10	332
29	11	250
29	12	247
29	13	262
29	14	220
29	15	214
29	16	231
29	17	331
29	18	220
29	19	240
29	20	310
29	21	262
29	22	268
29	23	215
29	24	261
29	25	225
29	26	214
29	27	282
29	28	309
29	29	275
29	30	265
30	1	304
30	2	243
30	3	211
30	4	288
30	5	209
30	6	231
30	7	281
30	8	242
30	9	182
30	10	252
30	11	208
30	12	346
30	13	334
30	14	199
30	15	284
30	16	191
30	17	244
30	18	231
30	19	340
30	20	261
30	21	187
30	22	219
30	23	203
30	24	224
30	25	235
30	26	252
30	27	216
30	28	265
30	29	198
30	30	222
31	1	252
31	2	258
31	3	197
31	4	247
31	5	289
31	6	250
31	7	312
31	8	237
31	9	300
31	10	207
31	11	266
31	12	202
31	13	356
31	14	296
31	15	210
31	16	222
31	17	282
31	18	193
31	19	216
31	20	189
31	21	170
31	22	368
31	23	434
31	24	287
31	25	227
31	26	311
31	27	224
31	28	266
31	29	223
31	30	298
32	1	278
32	2	258
32	3	266
32	4	279
32	5	308
32	6	263
32	7	276
32	8	243
32	9	205
32	10	215
32	11	211
32	12	372
32	13	303
32	14	293
32	15	225
32	16	211
32	17	284
32	18	229
32	19	326
32	20	264
32	21	254
32	22	199
32	23	248
32	24	224
32	25	256
32	26	222
32	27	279
32	28	221
32	29	327
32	30	217
33	1	363
33	2	238
33	3	304
33	4	233
33	5	258
33	6	193
33	7	216
33	8	288
33	9	308
33	10	249
33	11	218
33	12	199
33	13	201
33	14	297
33	15	212
33	16	233
33	17	334
33	18	274
33	19	185
33	20	190
33	21	306
33	22	251
33	23	215
33	24	221
33	25	236
33	26	189
33	27	185
33	28	321
33	29	284
33	30	175
34	1	265
34	2	228
34	3	267
34	4	213
34	5	221
34	6	327
34	7	212
34	8	201
34	9	137
34	10	207
34	11	322
34	12	258
34	13	231
34	14	119
34	15	181
34	16	210
34	17	206
34	18	235
34	19	169
34	20	205
34	21	131
34	22	267
34	23	293
34	24	287
34	25	243
34	26	220
34	27	203
34	28	220
34	29	214
34	30	268
35	1	208
35	2	317
35	3	279
35	4	211
35	5	247
35	6	302
35	7	280
35	8	256
35	9	275
35	10	261
35	11	238
35	12	282
35	13	336
35	14	306
35	15	205
35	16	321
35	17	243
35	18	223
35	19	243
35	20	281
35	21	266
35	22	214
35	23	283
35	24	230
35	25	265
35	26	229
35	27	239
35	28	193
35	29	208
35	30	209
36	1	307
36	2	226
36	3	210
36	4	200
36	5	202
36	6	198
36	7	309
36	8	225
36	9	245
36	10	210
36	11	251
36	12	242
36	13	300
36	14	244
36	15	240
36	16	308
36	17	307
36	18	337
36	19	270
36	20	244
36	21	411
36	22	235
36	23	248
36	24	288
36	25	269
36	26	230
36	27	239
36	28	303
36	29	232
36	30	203
37	1	234
37	2	198
37	3	256
37	4	226
37	5	405
37	6	214
37	7	197
37	8	227
37	9	206
37	10	316
37	11	203
37	12	285
37	13	234
37	14	320
37	15	284
37	16	311
37	17	369
37	18	205
37	19	256
37	20	247
37	21	293
37	22	313
37	23	228
37	24	219
37	25	235
37	26	294
37	27	231
37	28	283
37	29	236
37	30	317
38	1	239
38	2	462
38	3	281
38	4	309
38	5	228
38	6	398
38	7	343
38	8	341
38	9	240
38	10	232
38	11	259
38	12	226
38	13	221
38	14	209
38	15	226
38	16	322
38	17	210
38	18	285
38	19	356
38	20	180
38	21	313
38	22	203
38	23	245
38	24	130
38	25	281
38	26	100
38	27	338
38	28	257
38	29	126
38	30	200
39	1	133
39	2	246
39	3	282
39	4	124
39	5	289
39	6	269
39	7	207
39	8	270
39	9	206
39	10	193
39	11	313
39	12	254
39	13	208
39	14	242
39	15	202
39	16	188
39	17	236
39	18	275
39	19	246
39	20	278
39	21	210
39	22	279
39	23	333
39	24	192
39	25	197
39	26	230
39	27	226
39	28	286
39	29	374
39	30	234
40	1	274
40	2	301
40	3	245
40	4	230
40	5	247
40	6	263
40	7	208
40	8	212
40	9	317
40	10	316
40	11	187
40	12	191
40	13	269
40	14	297
40	15	225
40	16	213
40	17	243
40	18	242
40	19	304
40	20	305
40	21	146
40	22	211
40	23	168
40	24	252
40	25	207
40	26	343
